timestamp,step,scenario,mode,cpu_util,memory_util,queue_norm,latency_norm,req_rate_norm,threat_level,freq_dev_norm,renewable_norm,ev_demand_norm,predicted_load,legit_incoming,atk_incoming,total_incoming,rl_action_idx,rl_rate_limit,rl_accepted,rl_rejected,rl_rej_legit,rl_rejection_rate,rl_reward,rl_legit_term,rl_overload_term,rl_latency_term,rl_security_term,q_max,epsilon,train_loss,static_rate_limit,static_accepted,static_rejected,static_rej_legit,static_rej_rate,static_reward
2024-01-01 00:00:10,10,NORMAL,Training,0.336,0.39,0.043,0.361,0.033,0.089,0.066,0.237,0.113,0.464,213,0,213,3,750,213,0,0,0.0,0.2591,0.3,-0.0,-0.0542,0.0133,0.3297,1.0,,500,213,0,0,0.0,0.2606
2024-01-01 00:00:11,11,NORMAL,Training,0.359,0.413,0.057,0.384,0.044,0.063,0.09,0.17,0.092,0.461,283,0,283,4,1000,283,0,0,0.0,0.2508,0.3,-0.0,-0.0576,0.0084,0.2834,1.0,,500,283,0,0,0.0,0.2529
2024-01-01 00:00:12,12,NORMAL,Training,0.391,0.47,0.05,0.403,0.038,0.043,0.039,0.209,0.159,0.457,250,0,250,0,100,100,150,150,0.6,0.0679,0.12,-0.0,-0.0604,0.0083,0.3672,1.0,,500,250,0,0,0.0,0.2467
2024-01-01 00:00:13,13,NORMAL,Training,0.381,0.434,0.062,0.361,0.047,0.031,0.043,0.181,0.095,0.455,308,0,308,6,2000,308,0,0,0.0,0.2479,0.3,-0.0,-0.0541,0.0021,0.3354,1.0,,500,308,0,0,0.0,0.251
2024-01-01 00:00:14,14,NORMAL,Training,0.312,0.342,0.042,0.361,0.032,0.075,0.16,0.346,0.167,0.451,209,0,209,3,750,209,0,0,0.0,0.2571,0.3,-0.0,-0.0542,0.0113,0.3215,1.0,,500,209,0,0,0.0,0.2583
2024-01-01 00:00:15,15,NORMAL,Training,0.339,0.388,0.043,0.336,0.033,0.032,0.074,0.253,0.156,0.448,217,0,217,6,2000,217,0,0,0.0,0.2517,0.3,-0.0,-0.0504,0.0021,0.3614,1.0,,500,217,0,0,0.0,0.2549
2024-01-01 00:00:16,16,NORMAL,Training,0.31,0.376,0.046,0.341,0.035,0.103,0.085,0.249,0.13,0.445,230,0,230,6,2000,230,0,0,0.0,0.2558,0.3,-0.0,-0.0511,0.0069,0.3486,1.0,,500,230,0,0,0.0,0.2661
2024-01-01 00:00:17,17,NORMAL,Training,0.362,0.43,0.067,0.368,0.052,0.075,0.044,0.247,0.165,0.442,335,0,335,3,750,335,0,0,0.0,0.2561,0.3,-0.0,-0.0552,0.0113,0.377,1.0,,500,335,0,0,0.0,0.2573
2024-01-01 00:00:18,18,NORMAL,Training,0.358,0.426,0.053,0.385,0.041,0.013,0.029,0.209,0.213,0.439,267,0,267,7,3000,267,0,0,0.0,0.2423,0.3,-0.0,-0.0577,0.0,0.3431,1.0,,500,267,0,0,0.0,0.2445
2024-01-01 00:00:19,19,NORMAL,Training,0.366,0.396,0.06,0.356,0.046,0.038,0.124,0.221,0.211,0.437,302,0,302,4,1000,302,0,0,0.0,0.2517,0.3,-0.0,-0.0533,0.005,0.3077,1.0,,500,302,0,0,0.0,0.253
2024-01-01 00:00:20,20,NORMAL,Training,0.336,0.437,0.063,0.36,0.049,0.045,0.065,0.273,0.106,0.434,316,0,316,4,1000,316,0,0,0.0,0.2519,0.3,-0.0,-0.054,0.0059,0.3831,1.0,,500,316,0,0,0.0,0.2534
2024-01-01 00:00:21,21,NORMAL,Training,0.288,0.393,0.05,0.327,0.038,0.06,0.136,0.205,0.176,0.432,249,0,249,1,250,249,0,0,0.0,0.2619,0.3,-0.0,-0.0491,0.011,0.342,1.0,,500,249,0,0,0.0,0.2609
2024-01-01 00:00:22,22,NORMAL,Training,0.326,0.403,0.04,0.383,0.031,0.04,0.117,0.134,0.151,0.43,201,0,201,3,750,201,0,0,0.0,0.2486,0.3,-0.0,-0.0574,0.006,0.2751,1.0,,500,201,0,0,0.0,0.2493
2024-01-01 00:00:23,23,NORMAL,Training,0.359,0.397,0.054,0.382,0.042,0.045,0.052,0.189,0.16,0.426,271,0,271,1,250,250,21,21,0.0775,0.2278,0.2768,-0.0,-0.0572,0.0083,0.3055,1.0,,500,271,0,0,0.0,0.2504
2024-01-01 00:00:24,24,NORMAL,Training,0.334,0.427,0.052,0.391,0.04,0.106,0.046,0.186,0.091,0.425,259,0,259,4,1000,259,0,0,0.0,0.2555,0.3,-0.0,-0.0587,0.0142,0.3192,1.0,,500,259,0,0,0.0,0.259
2024-01-01 00:00:25,25,NORMAL,Training,0.318,0.406,0.044,0.324,0.034,0.0,0.073,0.147,0.129,0.422,220,0,220,3,750,220,0,0,0.0,0.2514,0.3,-0.0,-0.0486,0.0,0.3167,1.0,,500,220,0,0,0.0,0.2514
2024-01-01 00:00:26,26,NORMAL,Training,0.303,0.39,0.038,0.358,0.029,0.011,0.036,0.292,0.266,0.416,191,0,191,6,2000,191,0,0,0.0,0.247,0.3,-0.0,-0.0538,0.0008,0.4166,1.0,,500,191,0,0,0.0,0.2481
2024-01-01 00:00:27,27,NORMAL,Training,0.36,0.389,0.064,0.375,0.049,0.043,0.111,0.222,0.135,0.416,319,0,319,7,3000,319,0,0,0.0,0.2437,0.3,-0.0,-0.0563,0.0,0.2616,1.0,,500,319,0,0,0.0,0.2508
2024-01-01 00:00:28,28,NORMAL,Training,0.358,0.431,0.048,0.379,0.037,0.033,0.099,0.251,0.156,0.413,239,0,239,5,1500,239,0,0,0.0,0.2465,0.3,-0.0,-0.0569,0.0033,0.3328,1.0,,500,239,0,0,0.0,0.2487
2024-01-01 00:00:29,29,NORMAL,Training,0.321,0.377,0.044,0.384,0.034,0.047,0.164,0.279,0.165,0.41,221,0,221,1,250,221,0,0,0.0,0.251,0.3,-0.0,-0.0577,0.0086,0.2785,1.0,,500,221,0,0,0.0,0.2501
2024-01-01 00:00:30,30,NORMAL,Training,0.338,0.427,0.052,0.37,0.04,0.0,0.117,0.223,0.106,0.409,260,0,260,1,250,250,10,10,0.0385,0.233,0.2885,-0.0,-0.0555,0.0,0.2895,1.0,,500,260,0,0,0.0,0.2445
2024-01-01 00:00:31,31,NORMAL,Training,0.34,0.426,0.048,0.376,0.037,0.042,0.086,0.274,0.047,0.406,238,0,238,5,1500,238,0,0,0.0,0.2478,0.3,-0.0,-0.0564,0.0042,0.3188,1.0,,500,238,0,0,0.0,0.2507
2024-01-01 00:00:32,32,NORMAL,Training,0.337,0.417,0.047,0.348,0.036,0.06,0.149,0.123,0.185,0.405,235,0,235,5,1500,235,0,0,0.0,0.2539,0.3,-0.0,-0.0521,0.006,0.2767,1.0,,500,235,0,0,0.0,0.2579
2024-01-01 00:00:33,33,NORMAL,Training,0.4,0.463,0.047,0.416,0.036,0.067,0.149,0.259,0.168,0.4,236,0,236,1,250,236,0,0,0.0,0.2499,0.3,-0.0,-0.0624,0.0124,0.3139,1.0,,500,236,0,0,0.0,0.2488
2024-01-01 00:00:34,34,NORMAL,Training,0.342,0.456,0.048,0.386,0.037,0.029,0.12,0.141,0.181,0.4,238,0,238,1,250,238,0,0,0.0,0.2474,0.3,-0.0,-0.0579,0.0053,0.2895,1.0,,500,238,0,0,0.0,0.2469
2024-01-01 00:00:35,35,NORMAL,Training,0.41,0.474,0.064,0.391,0.05,0.003,0.077,0.141,0.129,0.399,322,0,322,3,750,322,0,0,0.0,0.2418,0.3,-0.0,-0.0586,0.0004,0.2913,1.0,,500,322,0,0,0.0,0.2419
2024-01-01 00:00:36,36,NORMAL,Training,0.36,0.361,0.042,0.386,0.032,0.014,0.053,0.216,0.196,0.394,209,0,209,7,3000,209,0,0,0.0,0.2421,0.3,-0.0,-0.0579,0.0,0.3155,1.0,,500,209,0,0,0.0,0.2444
2024-01-01 00:00:37,37,NORMAL,Training,0.303,0.446,0.05,0.359,0.039,0.098,0.0,0.17,0.174,0.393,252,0,252,5,1500,252,0,0,0.0,0.256,0.3,-0.0,-0.0538,0.0098,0.401,1.0,,500,252,0,0,0.0,0.2626
2024-01-01 00:00:38,38,NORMAL,Training,0.365,0.406,0.057,0.379,0.044,0.074,0.123,0.212,0.159,0.39,283,0,283,0,100,100,183,183,0.6466,0.0635,0.106,-0.0,-0.0569,0.0144,0.2679,1.0,,500,283,0,0,0.0,0.2555
2024-01-01 00:00:39,39,NORMAL,Training,0.326,0.388,0.049,0.367,0.037,0.08,0.038,0.194,0.209,0.388,243,0,243,4,1000,243,0,0,0.0,0.2556,0.3,-0.0,-0.0551,0.0107,0.3081,1.0,,500,243,0,0,0.0,0.2582
2024-01-01 00:00:40,40,NORMAL,Training,0.426,0.457,0.057,0.373,0.044,0.09,0.114,0.242,0.172,0.385,283,0,283,1,250,250,33,33,0.1166,0.2255,0.265,-0.0,-0.056,0.0165,0.3291,1.0,,500,283,0,0,0.0,0.259
2024-01-01 00:00:41,41,NORMAL,Training,0.315,0.384,0.063,0.366,0.048,0.053,0.132,0.12,0.1,0.387,314,0,314,7,3000,314,0,0,0.0,0.2451,0.3,-0.0,-0.0549,0.0,0.2104,1.0,,500,314,0,0,0.0,0.254
2024-01-01 00:00:42,42,NORMAL,Training,0.368,0.455,0.054,0.387,0.042,0.008,0.0,0.203,0.131,0.383,270,0,270,3,750,270,0,0,0.0,0.2431,0.3,-0.0,-0.058,0.0011,0.3418,1.0,,500,270,0,0,0.0,0.2433
2024-01-01 00:00:43,43,NORMAL,Training,0.381,0.428,0.056,0.401,0.043,0.066,0.052,0.191,0.158,0.381,280,0,280,4,1000,280,0,0,0.0,0.2487,0.3,-0.0,-0.0601,0.0088,0.2923,1.0,,500,280,0,0,0.0,0.2509
2024-01-01 00:00:44,44,NORMAL,Training,0.278,0.369,0.048,0.354,0.037,0.075,0.0,0.135,0.091,0.381,239,0,239,6,2000,239,0,0,0.0,0.2519,0.3,-0.0,-0.0531,0.005,0.2758,1.0,,500,239,0,0,0.0,0.2594
2024-01-01 00:00:45,45,NORMAL,Training,0.35,0.4,0.048,0.363,0.037,0.083,0.133,0.197,0.204,0.376,238,0,238,0,100,100,138,138,0.5798,0.0875,0.1261,-0.0,-0.0545,0.016,0.2795,1.0,,500,238,0,0,0.0,0.2593
2024-01-01 00:00:46,46,NORMAL,Training,0.35,0.394,0.038,0.384,0.029,0.039,0.112,0.286,0.095,0.374,190,0,190,7,3000,190,0,0,0.0,0.2423,0.3,-0.0,-0.0577,0.0,0.2749,1.0,,500,190,0,0,0.0,0.2488
2024-01-01 00:00:47,47,NORMAL,Training,0.329,0.427,0.049,0.361,0.038,0.078,0.056,0.173,0.107,0.374,244,0,244,7,3000,244,0,0,0.0,0.2459,0.3,-0.0,-0.0541,0.0,0.3153,1.0,,500,244,0,0,0.0,0.2589
2024-01-01 00:00:48,48,NORMAL,Training,0.343,0.455,0.053,0.379,0.04,0.09,0.066,0.126,0.193,0.372,263,0,263,2,500,263,0,0,0.0,0.2581,0.3,-0.0,-0.0568,0.0149,0.3261,1.0,,500,263,0,0,0.0,0.2581
2024-01-01 00:00:49,49,NORMAL,Training,0.381,0.415,0.049,0.397,0.038,0.109,0.163,0.203,0.156,0.368,244,0,244,7,3000,244,0,0,0.0,0.2404,0.3,-0.0,-0.0596,0.0,0.2633,1.0,,500,244,0,0,0.0,0.2585
2024-01-01 00:00:50,50,NORMAL,Training,0.336,0.409,0.05,0.407,0.038,0.025,0.016,0.096,0.105,0.37,248,0,248,0,100,100,148,148,0.5968,0.0648,0.121,-0.0,-0.061,0.0048,0.2428,1.0,,500,248,0,0,0.0,0.2432
2024-01-01 00:00:51,51,NORMAL,Training,0.377,0.429,0.059,0.41,0.045,0.06,0.064,0.186,0.157,0.365,294,0,294,1,250,250,44,44,0.1497,0.2047,0.2551,-0.0,-0.0615,0.0111,0.2867,1.0,,500,294,0,0,0.0,0.2486
2024-01-01 00:00:52,52,NORMAL,Training,0.358,0.427,0.041,0.376,0.031,0.128,0.089,0.272,0.154,0.361,204,0,204,0,100,100,104,104,0.5098,0.1154,0.1471,-0.0,-0.0564,0.0247,0.3471,1.0,,500,204,0,0,0.0,0.2649
2024-01-01 00:00:53,53,NORMAL,Training,0.335,0.431,0.044,0.361,0.034,0.024,0.107,0.254,0.165,0.36,218,0,218,0,100,100,118,118,0.5413,0.0881,0.1376,-0.0,-0.0542,0.0047,0.3449,1.0,,500,218,0,0,0.0,0.2499
2024-01-01 00:00:54,54,NORMAL,Training,0.384,0.421,0.057,0.362,0.044,0.04,0.0,0.125,0.205,0.36,287,0,287,1,250,250,37,37,0.1289,0.2143,0.2613,-0.0,-0.0543,0.0073,0.3128,1.0,,500,287,0,0,0.0,0.2524
2024-01-01 00:00:55,55,NORMAL,Training,0.279,0.381,0.026,0.342,0.02,0.123,0.097,0.172,0.169,0.358,131,0,131,6,2000,131,0,0,0.0,0.2569,0.3,-0.0,-0.0513,0.0082,0.3134,1.0,,500,131,0,0,0.0,0.2691
2024-01-01 00:00:56,56,NORMAL,Training,0.398,0.42,0.049,0.381,0.038,0.06,0.107,0.166,0.186,0.356,246,0,246,7,3000,246,0,0,0.0,0.2428,0.3,-0.0,-0.0572,0.0,0.2856,1.0,,500,246,0,0,0.0,0.2529
2024-01-01 00:00:57,57,NORMAL,Training,0.368,0.481,0.061,0.377,0.047,0.092,0.062,0.273,0.155,0.352,303,0,303,3,750,303,0,0,0.0,0.2573,0.3,-0.0,-0.0565,0.0138,0.3945,1.0,,500,303,0,0,0.0,0.2589
2024-01-01 00:00:58,58,NORMAL,Training,0.377,0.367,0.042,0.373,0.033,0.064,0.017,0.232,0.128,0.352,212,0,212,2,500,212,0,0,0.0,0.2547,0.3,-0.0,-0.0559,0.0106,0.276,1.0,,500,212,0,0,0.0,0.2547
2024-01-01 00:00:59,59,NORMAL,Training,0.343,0.391,0.036,0.385,0.028,0.057,0.073,0.187,0.144,0.351,182,0,182,2,500,182,0,0,0.0,0.2518,0.3,-0.0,-0.0578,0.0096,0.267,1.0,,500,182,0,0,0.0,0.2518
2024-01-01 00:01:00,60,NORMAL,Training,0.346,0.4,0.055,0.352,0.042,0.067,0.092,0.302,0.147,0.346,276,0,276,5,1500,276,0,0,0.0,0.2538,0.3,-0.0,-0.0529,0.0067,0.3247,1.0,,500,276,0,0,0.0,0.2582
2024-01-01 00:01:01,61,NORMAL,Training,0.367,0.456,0.04,0.38,0.031,0.048,0.093,0.203,0.119,0.348,200,0,200,4,1000,200,0,0,0.0,0.2493,0.3,-0.0,-0.057,0.0064,0.3035,1.0,,500,200,0,0,0.0,0.251
2024-01-01 00:01:02,62,NORMAL,Training,0.318,0.414,0.045,0.33,0.034,0.056,0.022,0.197,0.16,0.346,223,0,223,6,2000,223,0,0,0.0,0.2543,0.3,-0.0,-0.0495,0.0037,0.362,1.0,,500,223,0,0,0.0,0.2598
2024-01-01 00:01:03,63,NORMAL,Training,0.352,0.394,0.061,0.39,0.047,0.042,0.095,0.08,0.104,0.348,303,0,303,2,500,303,0,0,0.0,0.2485,0.3,-0.0,-0.0585,0.0071,0.2121,0.999,0.033584,500,303,0,0,0.0,0.2486
2024-01-01 00:01:04,64,NORMAL,Training,0.373,0.491,0.066,0.354,0.051,0.025,0.089,0.281,0.101,0.341,329,0,329,3,750,329,0,0,0.0,0.2507,0.3,-0.0,-0.053,0.0037,0.38,0.998,0.033728,500,329,0,0,0.0,0.2511
2024-01-01 00:01:05,65,NORMAL,Training,0.355,0.41,0.04,0.403,0.03,0.034,0.113,0.212,0.079,0.342,198,0,198,7,3000,198,0,0,0.0,0.2395,0.3,-0.0,-0.0605,0.0,0.2337,0.997,0.033604,500,198,0,0,0.0,0.2452
2024-01-01 00:01:06,66,NORMAL,Training,0.361,0.399,0.045,0.385,0.034,0.066,0.111,0.222,0.083,0.34,224,0,224,1,250,224,0,0,0.0,0.2544,0.3,-0.0,-0.0578,0.0121,0.2332,0.996,0.033337,500,224,0,0,0.0,0.2532
2024-01-01 00:01:07,67,NORMAL,Training,0.32,0.454,0.039,0.351,0.03,0.026,0.029,0.236,0.16,0.336,193,0,193,3,750,193,0,0,0.0,0.2512,0.3,-0.0,-0.0527,0.0039,0.4064,0.995,0.032704,500,193,0,0,0.0,0.2516
2024-01-01 00:01:08,68,NORMAL,Training,0.391,0.414,0.05,0.347,0.039,0.031,0.099,0.173,0.134,0.337,251,0,251,2,500,251,0,0,0.0,0.2531,0.3,-0.0,-0.0521,0.0052,0.2484,0.994,0.031557,500,251,0,0,0.0,0.2531
2024-01-01 00:01:09,69,NORMAL,Training,0.357,0.395,0.063,0.39,0.048,0.038,0.003,0.184,0.139,0.335,314,0,314,3,750,314,0,0,0.0,0.2472,0.3,-0.0,-0.0585,0.0057,0.2816,0.993,0.031685,500,314,0,0,0.0,0.2478
2024-01-01 00:01:10,70,NORMAL,Training,0.35,0.443,0.054,0.34,0.042,0.071,0.162,0.209,0.137,0.333,270,0,270,1,250,250,20,20,0.0741,0.2398,0.2778,-0.0,-0.051,0.013,0.3123,0.992,0.028329,500,270,0,0,0.0,0.2608
2024-01-01 00:01:11,71,NORMAL,Training,0.369,0.444,0.051,0.367,0.039,0.105,0.073,0.283,0.106,0.33,256,0,256,6,2000,256,0,0,0.0,0.252,0.3,-0.0,-0.0551,0.007,0.3478,0.991,0.030846,500,256,0,0,0.0,0.2625
2024-01-01 00:01:12,72,NORMAL,Training,0.341,0.418,0.051,0.336,0.04,0.04,0.012,0.199,0.114,0.331,257,0,257,4,1000,257,0,0,0.0,0.2549,0.3,-0.0,-0.0505,0.0054,0.325,0.99,0.030258,500,257,0,0,0.0,0.2562
2024-01-01 00:01:13,73,NORMAL,Training,0.316,0.368,0.037,0.375,0.028,0.034,0.0,0.239,0.161,0.327,185,0,185,2,500,185,0,0,0.0,0.2495,0.3,-0.0,-0.0562,0.0057,0.2843,0.9891,0.030952,500,185,0,0,0.0,0.2495
2024-01-01 00:01:14,74,NORMAL,Training,0.371,0.473,0.053,0.375,0.04,0.063,0.096,0.192,0.183,0.326,263,0,263,6,2000,263,0,0,0.0,0.2479,0.3,-0.0,-0.0563,0.0042,0.3301,0.9881,0.031403,500,263,0,0,0.0,0.2541
2024-01-01 00:01:15,75,NORMAL,Training,0.356,0.421,0.046,0.397,0.036,0.074,0.14,0.177,0.133,0.327,232,0,232,5,1500,232,0,0,0.0,0.2478,0.3,-0.0,-0.0595,0.0074,0.2649,0.9871,0.031564,500,232,0,0,0.0,0.2528
2024-01-01 00:01:16,76,NORMAL,Training,0.326,0.446,0.032,0.358,0.024,0.027,0.0,0.152,0.113,0.327,159,0,159,5,1500,159,0,0,0.0,0.249,0.3,-0.0,-0.0537,0.0027,0.3464,0.9861,0.029307,500,159,0,0,0.0,0.2507
2024-01-01 00:01:17,77,NORMAL,Training,0.335,0.437,0.042,0.367,0.032,0.081,0.041,0.154,0.172,0.324,208,0,208,2,500,208,0,0,0.0,0.2585,0.3,-0.0,-0.0551,0.0136,0.3206,0.9851,0.029791,500,208,0,0,0.0,0.2585
2024-01-01 00:01:18,78,NORMAL,Training,0.376,0.428,0.056,0.368,0.043,0.05,0.072,0.139,0.087,0.325,278,0,278,2,500,278,0,0,0.0,0.2531,0.3,-0.0,-0.0551,0.0083,0.2434,0.9841,0.029083,500,278,0,0,0.0,0.2532
2024-01-01 00:01:19,79,NORMAL,Training,0.358,0.452,0.049,0.356,0.038,0.0,0.02,0.154,0.208,0.32,246,0,246,0,100,100,146,146,0.5935,0.0685,0.122,-0.0,-0.0534,0.0,0.3453,0.9831,0.03069,500,246,0,0,0.0,0.2466
2024-01-01 00:01:20,80,NORMAL,Training,0.346,0.446,0.041,0.389,0.032,0.052,0.102,0.191,0.161,0.319,205,0,205,3,750,205,0,0,0.0,0.2494,0.3,-0.0,-0.0584,0.0078,0.2916,0.9822,0.0308,500,205,0,0,0.0,0.2502
2024-01-01 00:01:21,81,NORMAL,Training,0.34,0.448,0.037,0.406,0.028,0.08,0.128,0.149,0.076,0.321,185,0,185,7,3000,185,0,0,0.0,0.2391,0.3,-0.0,-0.0609,0.0,0.2466,0.9812,0.029501,500,185,0,0,0.0,0.2524
2024-01-01 00:01:22,82,NORMAL,Training,0.415,0.511,0.054,0.43,0.042,0.023,0.08,0.185,0.109,0.317,270,0,270,2,500,270,0,0,0.0,0.2393,0.3,-0.0,-0.0646,0.0039,0.2894,0.9802,0.028372,500,270,0,0,0.0,0.2393
2024-01-01 00:01:23,83,NORMAL,Training,0.365,0.452,0.043,0.389,0.033,0.069,0.098,0.262,0.175,0.312,213,0,213,0,100,100,113,113,0.5305,0.0958,0.1408,-0.0,-0.0584,0.0134,0.3319,0.9792,0.028505,500,213,0,0,0.0,0.2531
2024-01-01 00:01:24,84,NORMAL,Training,0.376,0.446,0.036,0.415,0.027,0.033,0.029,0.284,0.219,0.309,178,0,178,1,250,178,0,0,0.0,0.2438,0.3,-0.0,-0.0623,0.0061,0.3439,0.9782,0.029791,500,178,0,0,0.0,0.2433
2024-01-01 00:01:25,85,NORMAL,Training,0.348,0.422,0.05,0.41,0.038,0.017,0.096,0.203,0.098,0.313,250,0,250,3,750,250,0,0,0.0,0.2411,0.3,-0.0,-0.0615,0.0026,0.2668,0.9773,0.029375,500,250,0,0,0.0,0.2414
2024-01-01 00:01:26,86,NORMAL,Training,0.352,0.404,0.057,0.351,0.044,0.057,0.082,0.19,0.107,0.312,285,0,285,1,250,250,35,35,0.1228,0.221,0.2632,-0.0,-0.0527,0.0105,0.2487,0.9763,0.030705,500,285,0,0,0.0,0.2569
2024-01-01 00:01:27,87,NORMAL,Training,0.385,0.444,0.054,0.375,0.042,0.0,0.075,0.25,0.192,0.307,270,0,270,3,750,270,0,0,0.0,0.2437,0.3,-0.0,-0.0563,0.0,0.312,0.9753,0.029305,500,270,0,0,0.0,0.2437
2024-01-01 00:01:28,88,NORMAL,Training,0.304,0.392,0.041,0.356,0.032,0.061,0.131,0.255,0.145,0.307,206,0,206,4,1000,206,0,0,0.0,0.2547,0.3,-0.0,-0.0534,0.0082,0.2898,0.9743,0.027856,500,206,0,0,0.0,0.2568
2024-01-01 00:01:29,89,NORMAL,Training,0.336,0.425,0.048,0.374,0.037,0.058,0.06,0.169,0.162,0.308,241,0,241,6,2000,241,0,0,0.0,0.2478,0.3,-0.0,-0.056,0.0038,0.2823,0.9733,0.026359,500,241,0,0,0.0,0.2536
2024-01-01 00:01:30,90,NORMAL,Training,0.342,0.422,0.041,0.368,0.031,0.093,0.034,0.094,0.076,0.311,204,0,204,4,1000,204,0,0,0.0,0.2571,0.3,-0.0,-0.0553,0.0124,0.2792,0.9724,0.028919,500,204,0,0,0.0,0.2602
2024-01-01 00:01:31,91,NORMAL,Training,0.337,0.392,0.06,0.362,0.046,0.062,0.142,0.144,0.135,0.307,298,0,298,0,100,100,198,198,0.6644,0.0583,0.1007,-0.0,-0.0543,0.012,0.2537,0.9714,0.032957,500,298,0,0,0.0,0.256
2024-01-01 00:01:32,92,NORMAL,Training,0.359,0.433,0.061,0.387,0.047,0.04,0.156,0.202,0.22,0.301,307,0,307,7,3000,307,0,0,0.0,0.242,0.3,-0.0,-0.058,0.0,0.3133,0.9704,0.027358,500,307,0,0,0.0,0.2487
2024-01-01 00:01:33,93,NORMAL,Training,0.403,0.452,0.075,0.407,0.058,0.029,0.119,0.182,0.13,0.303,377,0,377,7,3000,377,0,0,0.0,0.239,0.3,-0.0,-0.061,0.0,0.2864,0.9695,0.03016,500,377,0,0,0.0,0.2438
2024-01-01 00:01:34,94,NORMAL,Training,0.307,0.402,0.05,0.355,0.038,0.063,0.003,0.233,0.111,0.301,250,0,250,2,500,250,0,0,0.0,0.2572,0.3,-0.0,-0.0533,0.0105,0.3147,0.9685,0.026825,500,250,0,0,0.0,0.2572
2024-01-01 00:01:35,95,NORMAL,Training,0.353,0.396,0.044,0.391,0.034,0.01,0.064,0.171,0.148,0.301,222,0,222,3,750,222,0,0,0.0,0.2428,0.3,-0.0,-0.0586,0.0015,0.2905,0.9675,0.029863,500,222,0,0,0.0,0.243
2024-01-01 00:01:36,96,NORMAL,Training,0.35,0.432,0.05,0.394,0.039,0.0,0.08,0.189,0.146,0.299,252,0,252,1,250,250,2,2,0.0079,0.2386,0.2976,-0.0,-0.0591,0.0,0.2982,0.9666,0.027445,500,252,0,0,0.0,0.2409
2024-01-01 00:01:37,97,NORMAL,Training,0.266,0.332,0.041,0.316,0.032,0.017,0.092,0.262,0.133,0.296,205,0,205,6,2000,205,0,0,0.0,0.2537,0.3,-0.0,-0.0474,0.0011,0.2694,0.9656,0.027552,500,205,0,0,0.0,0.2555
