timestamp,step,scenario,cpu_pct,memory_pct,latency_ms,queue_depth,incoming_req,rate_limit,observed_load,error,p_term,i_term,d_term,integral,accepted_req,rejected_req,rejection_rate
2024-01-01 00:00:44,44,Normal,33.88,41.21,82.65,28,809,1658.78,0.2671,0.3329,499.305,148.5037,10.968,14.8504,809,0,0.0
2024-01-01 00:00:45,45,Normal,36.14,52.59,108.15,32,771,1561.16,0.3168,0.2832,424.74,151.3354,-14.913,15.1335,771,0,0.0
2024-01-01 00:00:46,46,Normal,27.68,37.05,84.73,74,727,1712.61,0.243,0.357,535.545,154.9057,22.161,15.4906,727,0,0.0
2024-01-01 00:00:47,47,Normal,31.73,29.26,77.56,28,747,1722.59,0.2272,0.3728,559.2225,158.6338,4.7355,15.8634,747,0,0.0
2024-01-01 00:00:48,48,Normal,30.62,39.53,53.63,20,1012,1705.97,0.2358,0.3642,546.285,162.2757,-2.5875,16.2276,1012,0,0.0
2024-01-01 00:00:49,49,Normal,28.56,34.52,107.55,108,682,1675.23,0.2562,0.3438,515.6475,165.7134,-6.1275,16.5713,682,0,0.0
2024-01-01 00:00:50,50,Normal,33.16,41.71,105.93,30,775,1645.77,0.2778,0.3222,483.3,168.9353,-6.4695,16.8935,775,0,0.0
2024-01-01 00:00:51,51,Normal,38.89,42.17,74.36,47,662,1641.03,0.2858,0.3142,471.345,172.0776,-2.391,17.2078,662,0,0.0
2024-01-01 00:00:52,52,Normal,33.81,38.67,83.48,38,847,1688.77,0.2625,0.3375,506.325,175.4531,6.996,17.5453,847,0,0.0
2024-01-01 00:00:53,53,Normal,40.06,40.78,85.28,51,800,1630.85,0.2924,0.3075,461.325,178.5286,-9.0,17.8529,800,0,0.0
2024-01-01 00:00:54,54,Normal,31.39,41.58,78.54,91,957,1689.47,0.2667,0.3333,499.8975,181.8613,7.7145,18.1861,957,0,0.0
2024-01-01 00:00:55,55,Normal,36.93,36.18,63.31,73,826,1693.1,0.2623,0.3377,506.535,185.2382,1.3275,18.5238,826,0,0.0
2024-01-01 00:00:56,56,Normal,37.4,31.28,93.91,59,688,1690.45,0.2649,0.3351,502.6425,188.5891,-0.7785,18.8589,688,0,0.0
2024-01-01 00:00:57,57,Normal,32.64,41.32,80.79,44,789,1695.25,0.2645,0.3355,503.1975,191.9438,0.111,19.1944,789,0,0.0
2024-01-01 00:00:58,58,Normal,33.74,40.76,102.07,0,776,1686.75,0.271,0.329,493.4625,195.2335,-1.947,19.5234,776,0,0.0
2024-01-01 00:00:59,59,Normal,35.88,41.48,74.42,14,832,1696.39,0.2686,0.3314,497.115,198.5476,0.7305,19.8548,832,0,0.0
2024-01-01 00:01:00,60,Normal,43.64,32.33,92.96,43,793,1666.57,0.2865,0.3135,470.2575,201.6827,-5.3715,20.1683,793,0,0.0
2024-01-01 00:01:01,61,Normal,29.74,38.33,99.5,61,973,1725.18,0.2588,0.3412,511.7775,205.0945,8.304,20.5095,973,0,0.0
2024-01-01 00:01:02,62,Normal,40.89,42.2,106.16,58,882,1626.92,0.3104,0.2896,434.4075,207.9906,-15.474,20.7991,882,0,0.0
2024-01-01 00:01:03,63,Normal,33.52,40.33,69.54,69,682,1730.6,0.2633,0.3367,505.1025,211.3579,14.139,21.1358,682,0,0.0
2024-01-01 00:01:04,64,Normal,38.91,39.05,97.57,65,982,1667.19,0.2923,0.3077,461.4825,214.4345,-8.724,21.4434,982,0,0.0
2024-01-01 00:01:05,65,Normal,38.65,32.14,79.0,26,748,1739.3,0.259,0.341,511.4625,217.8442,9.996,21.7844,748,0,0.0
2024-01-01 00:01:06,66,Normal,42.56,43.19,69.52,29,803,1665.71,0.296,0.304,455.9325,220.8838,-11.106,22.0884,803,0,0.0
2024-01-01 00:01:07,67,Normal,28.92,36.64,84.68,73,860,1770.24,0.2461,0.3539,530.835,224.4227,14.9805,22.4423,860,0,0.0
2024-01-01 00:01:08,68,Normal,23.54,41.52,81.08,58,961,1778.13,0.2354,0.3646,546.855,228.0684,3.204,22.8068,961,0,0.0
2024-01-01 00:01:09,69,Normal,24.68,37.04,88.86,18,947,1795.44,0.2261,0.3739,560.835,231.8073,2.796,23.1807,947,0,0.0
2024-01-01 00:01:10,70,Normal,36.84,44.23,71.44,66,906,1689.55,0.2851,0.3149,472.2975,234.9559,-17.7075,23.4956,906,0,0.0
2024-01-01 00:01:11,71,Normal,36.16,41.17,84.06,32,785,1726.37,0.2763,0.3237,485.5275,238.1928,2.646,23.8193,785,0,0.0
2024-01-01 00:01:12,72,Normal,34.24,41.92,95.0,28,787,1726.91,0.2763,0.3237,485.49,241.4294,-0.0075,24.1429,787,0,0.0
2024-01-01 00:01:13,73,Normal,42.41,36.28,67.67,54,884,1721.59,0.2811,0.3189,478.395,244.6187,-1.419,24.4619,884,0,0.0
2024-01-01 00:01:14,74,Normal,35.06,46.64,92.85,66,855,1699.84,0.2956,0.3044,456.5475,247.6623,-4.3695,24.7662,855,0,0.0
2024-01-01 00:01:15,75,Normal,46.64,38.97,49.95,82,754,1703.08,0.2979,0.3021,453.09,250.683,-0.6915,25.0683,754,0,0.0
2024-01-01 00:01:16,76,Normal,35.54,46.55,55.97,24,639,1753.11,0.2723,0.3276,491.475,253.9594,7.677,25.3959,639,0,0.0
2024-01-01 00:01:17,77,Normal,31.03,42.2,87.86,55,658,1759.69,0.2663,0.3337,500.5725,257.2966,1.8195,25.7297,658,0,0.0
2024-01-01 00:01:18,78,Normal,23.45,40.27,72.92,59,870,1830.39,0.2281,0.3719,557.91,261.016,11.4675,26.1016,870,0,0.0
2024-01-01 00:01:19,79,Normal,35.69,43.8,83.44,60,729,1719.34,0.2851,0.3149,472.2975,264.1646,-17.1225,26.4165,729,0,0.0
2024-01-01 00:01:20,80,Normal,34.1,40.98,92.31,42,852,1759.3,0.2743,0.3257,488.6175,267.4221,3.264,26.7422,852,0,0.0
2024-01-01 00:01:21,81,Normal,33.67,39.41,92.44,10,670,1777.7,0.2641,0.3359,503.865,270.7812,3.0495,27.0781,670,0,0.0
2024-01-01 00:01:22,82,Normal,27.59,28.33,69.83,64,771,1872.46,0.2119,0.3881,582.1425,274.6621,15.6555,27.4662,771,0,0.0
2024-01-01 00:01:23,83,Normal,35.99,45.45,99.92,48,935,1707.12,0.2967,0.3033,454.875,277.6946,-25.4535,27.7695,935,0,0.0
2024-01-01 00:01:24,84,Normal,35.46,35.81,71.08,20,711,1816.28,0.2522,0.3478,521.7375,281.1729,13.3725,28.1173,711,0,0.0
2024-01-01 00:01:25,85,Normal,33.21,44.02,105.81,22,839,1751.52,0.2825,0.3175,476.265,284.348,-9.0945,28.4348,839,0,0.0
2024-01-01 00:01:26,86,Normal,29.8,42.37,78.03,13,892,1820.44,0.2512,0.3488,523.215,287.8361,9.39,28.7836,892,0,0.0
2024-01-01 00:01:27,87,Normal,31.97,37.33,63.95,36,842,1830.1,0.2426,0.3574,536.1075,291.4101,2.5785,29.141,842,0,0.0
2024-01-01 00:01:28,88,Normal,34.05,41.64,85.43,76,765,1768.11,0.2774,0.3226,483.915,294.6362,-10.4385,29.4636,765,0,0.0
2024-01-01 00:01:29,89,Normal,27.62,45.34,75.03,72,838,1816.27,0.2583,0.3417,512.4975,298.0529,5.7165,29.8053,838,0,0.0
2024-01-01 00:01:30,90,Normal,34.34,41.74,109.27,91,806,1751.54,0.2928,0.3072,460.7625,301.1246,-10.347,30.1125,806,0,0.0
2024-01-01 00:01:31,91,Normal,35.8,45.38,67.32,56,797,1786.71,0.2808,0.3192,478.785,304.3165,3.6045,30.4317,797,0,0.0
2024-01-01 00:01:32,92,Normal,36.57,35.83,56.16,8,688,1847.76,0.2468,0.3531,529.725,307.848,10.188,30.7848,688,0,0.0
2024-01-01 00:01:33,93,Normal,32.71,38.53,109.06,72,703,1788.09,0.2761,0.3239,485.79,311.0866,-8.787,31.1087,703,0,0.0
2024-01-01 00:01:34,94,Normal,36.74,37.96,75.73,53,861,1812.49,0.2693,0.3307,496.0425,314.3936,2.0505,31.4394,861,0,0.0
2024-01-01 00:01:35,95,Normal,33.3,45.32,62.87,50,1059,1814.68,0.2688,0.3312,496.8225,317.7057,0.156,31.7706,1059,0,0.0
2024-01-01 00:01:36,96,Normal,36.12,47.17,81.37,61,794,1771.88,0.2942,0.3058,458.73,320.7639,-7.6185,32.0764,794,0,0.0
2024-01-01 00:01:37,97,Normal,34.15,36.1,86.45,32,866,1848.4,0.2578,0.3422,513.3,324.1859,10.914,32.4186,866,0,0.0
2024-01-01 00:01:38,98,Normal,40.43,41.83,75.71,59,769,1777.59,0.2928,0.3072,460.8225,327.2581,-10.4955,32.7258,769,0,0.0
2024-01-01 00:01:39,99,Normal,39.68,30.84,74.97,10,650,1859.61,0.255,0.345,517.5525,330.7084,11.346,33.0708,650,0,0.0
2024-01-01 00:01:40,100,Normal,41.82,44.48,69.21,19,503,1779.2,0.295,0.305,457.4625,333.7582,-12.018,33.3758,503,0,0.0
2024-01-01 00:01:41,101,Normal,32.28,52.1,86.52,38,846,1799.4,0.2922,0.3078,461.715,336.8363,0.8505,33.6836,846,0,0.0
2024-01-01 00:01:42,102,Normal,27.2,38.51,81.49,48,879,1897.14,0.2394,0.3606,540.87,340.4421,15.831,34.0442,879,0,0.0
2024-01-01 00:01:43,103,Normal,36.72,43.34,69.67,67,962,1808.29,0.2818,0.3182,477.3675,343.6245,-12.7005,34.3625,962,0,0.0
2024-01-01 00:01:44,104,Normal,30.15,35.56,100.04,46,940,1879.22,0.2513,0.3487,522.9825,347.1111,9.123,34.7111,940,0,0.0
2024-01-01 00:01:45,105,Normal,32.79,47.28,81.97,55,956,1817.73,0.2822,0.3178,476.7,350.2891,-9.2565,35.0289,956,0,0.0
2024-01-01 00:01:46,106,Normal,33.19,35.29,73.27,59,643,1888.68,0.2499,0.3501,525.1875,353.7903,9.6975,35.379,643,0,0.0
2024-01-01 00:01:47,107,Normal,38.19,37.31,97.22,2,721,1835.46,0.2758,0.3241,486.225,357.0318,-7.7925,35.7032,721,0,0.0
2024-01-01 00:01:48,108,Normal,26.57,35.87,83.71,46,774,1926.91,0.2314,0.3686,552.8625,360.7176,13.3275,36.0718,774,0,0.0
2024-01-01 00:01:49,109,Normal,34.2,41.02,64.87,64,866,1857.79,0.2643,0.3357,503.5725,364.0747,-9.858,36.4075,866,0,0.0
2024-01-01 00:01:50,110,Normal,36.93,42.78,84.45,90,791,1820.97,0.2919,0.3081,462.105,367.1554,-8.2935,36.7155,791,0,0.0
2024-01-01 00:01:51,111,Normal,33.46,36.23,64.52,25,711,1919.65,0.2437,0.3563,534.4575,370.7185,14.4705,37.0718,711,0,0.0
2024-01-01 00:01:52,112,Normal,34.65,41.67,80.77,34,890,1859.43,0.2709,0.3291,493.5975,374.0091,-8.172,37.4009,890,0,0.0
2024-01-01 00:01:53,113,Normal,38.7,39.2,70.21,60,818,1858.92,0.2776,0.3224,483.6675,377.2336,-1.986,37.7234,818,0,0.0
2024-01-01 00:01:54,114,Normal,27.76,39.66,83.93,32,818,1926.53,0.2431,0.3569,535.3875,380.8028,10.344,38.0803,818,0,0.0
2024-01-01 00:01:55,115,Normal,27.73,46.68,98.72,44,836,1871.54,0.2697,0.3303,495.4275,384.1057,-7.992,38.4106,836,0,0.0
2024-01-01 00:01:56,116,Normal,22.95,34.22,75.59,28,871,1994.78,0.2079,0.3921,588.195,388.027,18.5535,38.8027,871,0,0.0
2024-01-01 00:01:57,117,Normal,44.99,34.12,67.44,54,961,1841.29,0.2846,0.3154,473.1225,391.1811,-23.0145,39.1181,961,0,0.0
2024-01-01 00:01:58,118,Normal,28.89,41.25,107.32,16,671,1911.41,0.2603,0.3397,509.55,394.5781,7.2855,39.4578,671,0,0.0
2024-01-01 00:01:59,119,Normal,32.88,37.4,92.19,54,622,1903.05,0.2628,0.3372,505.8375,397.9504,-0.7425,39.795,622,0,0.0
2024-01-01 00:02:00,120,Normal,37.58,37.11,99.12,37,736,1877.04,0.2794,0.3206,480.8775,401.1562,-4.992,40.1156,736,0,0.0
2024-01-01 00:02:01,121,Normal,37.71,43.81,86.72,16,853,1871.02,0.2873,0.3127,469.095,404.2835,-2.3565,40.4284,853,0,0.0
2024-01-01 00:02:02,122,Normal,29.83,41.18,58.64,58,719,1952.34,0.2454,0.3546,531.9375,407.8298,12.5685,40.783,719,0,0.0
2024-01-01 00:02:03,123,Normal,28.59,43.57,83.62,37,945,1923.45,0.2563,0.3437,515.475,411.2663,-3.2925,41.1266,945,0,0.0
2024-01-01 00:02:04,124,Normal,32.8,40.16,84.03,37,847,1918.57,0.2628,0.3372,505.8525,414.6386,-1.9245,41.4639,847,0,0.0
2024-01-01 00:02:05,125,Normal,32.33,37.94,100.44,29,558,1924.21,0.2626,0.3374,506.1375,418.0129,0.057,41.8013,558,0,0.0
2024-01-01 00:02:06,126,Normal,43.05,52.75,73.92,11,768,1821.49,0.3212,0.2788,418.26,420.8013,-17.5755,42.0801,768,0,0.0
2024-01-01 00:02:07,127,Normal,33.57,39.05,63.3,61,852,1959.93,0.2559,0.3441,516.12,424.2421,19.572,42.4242,852,0,0.0
2024-01-01 00:02:08,128,Normal,27.53,43.5,110.79,53,766,1921.12,0.2684,0.3316,497.325,427.5576,-3.759,42.7558,766,0,0.0
2024-01-01 00:02:09,129,Normal,34.29,43.08,54.04,53,760,1938.63,0.2627,0.3373,505.9725,430.9307,1.7295,43.0931,760,0,0.0
2024-01-01 00:02:10,130,Normal,44.24,39.13,105.02,27,858,1856.04,0.3092,0.2908,436.1625,433.8385,-13.962,43.3838,858,0,0.0
2024-01-01 00:02:11,131,Normal,36.6,35.65,82.66,74,767,1944.53,0.2697,0.3303,495.5175,437.1419,11.871,43.7142,767,0,0.0
2024-01-01 00:02:12,132,Normal,26.54,39.91,66.46,43,791,2003.49,0.2323,0.3677,551.4825,440.8185,11.193,44.0818,791,0,0.0
2024-01-01 00:02:13,133,Normal,26.47,31.92,87.23,39,543,2014.86,0.2219,0.3781,567.135,444.5994,3.1305,44.4599,543,0,0.0
2024-01-01 00:02:14,134,Normal,38.92,41.36,69.29,23,883,1914.51,0.2777,0.3223,483.4275,447.8222,-16.7415,44.7822,883,0,0.0
2024-01-01 00:02:15,135,Normal,36.75,51.91,86.3,57,783,1875.86,0.3101,0.2899,434.85,450.7212,-9.7155,45.0721,783,0,0.0
2024-01-01 00:02:16,136,Normal,39.08,43.13,98.78,39,756,1907.03,0.2998,0.3002,450.2325,453.7228,3.0765,45.3723,756,0,0.0
2024-01-01 00:02:17,137,Normal,32.6,43.95,102.48,40,757,1940.68,0.2812,0.3188,478.1775,456.9106,5.589,45.6911,757,0,0.0
2024-01-01 00:02:18,138,Normal,36.57,38.77,94.28,4,717,1953.76,0.2727,0.3273,491.01,460.184,2.5665,46.0184,717,0,0.0
2024-01-01 00:02:19,139,Normal,31.09,28.4,65.55,31,779,2054.78,0.2172,0.3828,574.14,464.0116,16.626,46.4012,779,0,0.0
2024-01-01 00:02:20,140,Normal,40.56,38.77,64.54,48,904,1931.36,0.2784,0.3216,482.4675,467.2281,-18.3345,46.7228,904,0,0.0
2024-01-01 00:02:21,141,Normal,30.12,35.45,88.38,45,864,2013.31,0.245,0.355,532.5225,470.7782,10.011,47.0778,864,0,0.0
2024-01-01 00:02:22,142,Normal,34.93,43.51,64.47,49,778,1960.46,0.2706,0.3294,494.0775,474.0721,-7.689,47.4072,778,0,0.0
2024-01-01 00:02:23,143,Normal,28.92,32.18,90.29,42,697,2039.32,0.2331,0.3669,550.3275,477.7409,11.25,47.7741,697,0,0.0
2024-01-01 00:02:24,144,Normal,34.52,45.64,45.79,20,707,1981.6,0.2608,0.3392,508.7775,481.1328,-8.31,48.1133,707,0,0.0
2024-01-01 00:02:25,145,Normal,42.31,41.41,91.51,27,688,1919.82,0.3014,0.2986,447.8775,484.1186,-12.18,48.4119,688,0,0.0
2024-01-01 00:02:26,146,Normal,37.24,40.29,88.23,46,827,1969.98,0.2821,0.3179,476.88,487.2978,5.8005,48.7298,827,0,0.0
2024-01-01 00:02:27,147,Normal,35.79,43.89,92.11,17,575,1964.61,0.2836,0.3164,474.6075,490.4619,-0.4545,49.0462,575,0,0.0
2024-01-01 00:02:28,148,Normal,40.01,45.94,64.69,12,809,1958.4,0.289,0.311,466.455,493.5716,-1.6305,49.3572,809,0,0.0
2024-01-01 00:02:29,149,Normal,39.65,48.99,87.74,42,710,1922.61,0.3114,0.2886,432.87,496.4574,-6.717,49.6457,710,0,0.0
2024-01-01 00:02:30,150,Normal,35.06,38.5,64.77,90,978,2016.51,0.2648,0.3352,502.7325,499.8089,13.9725,49.9809,978,0,0.0
2024-01-01 00:02:31,151,Normal,40.68,35.4,92.83,62,844,1966.53,0.2866,0.3134,470.1075,502.943,-6.525,50.2943,844,0,0.0
2024-01-01 00:02:32,152,Normal,41.25,43.18,91.1,62,834,1938.93,0.3072,0.2928,439.2375,505.8713,-6.174,50.5871,834,0,0.0
2024-01-01 00:02:33,153,Normal,26.08,40.42,71.66,24,968,2084.54,0.2318,0.3682,552.36,509.5537,22.6245,50.9554,968,0,0.0
2024-01-01 00:02:34,154,Normal,43.64,46.8,83.83,77,801,1900.08,0.3232,0.2768,415.1925,512.3216,-27.4335,51.2322,801,0,0.0
2024-01-01 00:02:35,155,Normal,36.01,34.53,85.95,51,669,2039.28,0.263,0.337,505.5225,515.6917,18.066,51.5692,669,0,0.0
2024-01-01 00:02:36,156,Normal,34.74,39.6,106.96,67,801,1986.33,0.2841,0.3159,473.82,518.8505,-6.3405,51.8851,801,0,0.0
2024-01-01 00:02:37,157,Normal,36.24,40.22,76.96,28,784,2021.26,0.2701,0.3299,494.895,522.1499,4.215,52.215,784,0,0.0
2024-01-01 00:02:38,158,Normal,31.27,33.75,87.67,57,621,2063.54,0.2462,0.3538,530.6925,525.6878,7.1595,52.5688,621,0,0.0
2024-01-01 00:02:39,159,Normal,34.39,44.98,95.89,70,803,1978.37,0.2913,0.3087,463.11,528.7752,-13.5165,52.8775,803,0,0.0
2024-01-01 00:02:40,160,Normal,30.77,34.58,85.17,57,928,2078.2,0.2453,0.3547,532.08,532.3224,13.794,53.2322,928,0,0.0
2024-01-01 00:02:41,161,Normal,40.5,39.34,61.34,43,821,2010.14,0.2772,0.3228,484.17,535.5502,-9.582,53.555,821,0,0.0
2024-01-01 00:02:42,162,Normal,33.99,37.11,83.79,39,737,2055.05,0.2595,0.3405,510.7725,538.9554,5.3205,53.8955,737,0,0.0
2024-01-01 00:02:43,163,Normal,36.56,37.99,83.66,55,686,2028.64,0.273,0.327,490.4775,542.2252,-4.059,54.2225,686,0,0.0
2024-01-01 00:02:44,164,Normal,32.59,47.19,62.57,7,613,2051.61,0.2644,0.3356,503.4375,545.5815,2.592,54.5581,613,0,0.0
2024-01-01 00:02:45,165,Normal,35.15,40.15,78.24,74,532,2035.64,0.2736,0.3264,489.57,548.8453,-2.7735,54.8845,532,0,0.0
2024-01-01 00:02:46,166,Normal,36.98,47.81,63.08,42,724,2017.83,0.2868,0.3132,469.8075,551.9773,-3.9525,55.1977,724,0,0.0
2024-01-01 00:02:47,167,Normal,30.53,38.37,101.41,86,766,2061.86,0.2664,0.3336,500.4225,555.3135,6.123,55.5313,766,0,0.0
2024-01-01 00:02:48,168,Normal,44.53,40.18,106.31,48,813,1968.07,0.3167,0.2833,425.01,558.1469,-15.0825,55.8147,813,0,0.0
2024-01-01 00:02:49,169,Normal,36.83,55.89,92.77,35,896,1979.47,0.3203,0.2797,419.6025,560.9442,-1.0815,56.0944,896,0,0.0
2024-01-01 00:02:50,170,Normal,33.19,37.55,93.63,50,827,2084.54,0.2644,0.3356,503.4675,564.3007,16.773,56.4301,827,0,0.0
2024-01-01 00:02:51,171,Normal,35.07,41.68,86.37,11,866,2057.69,0.2718,0.3282,492.33,567.5829,-2.2275,56.7583,866,0,0.0
2024-01-01 00:02:52,172,Normal,30.09,32.79,79.12,51,730,2130.67,0.2345,0.3655,548.25,571.2379,11.184,57.1238,730,0,0.0
2024-01-01 00:02:53,173,Normal,39.16,33.29,73.9,38,795,2071.68,0.2629,0.3371,505.5975,574.6085,-8.5305,57.4609,795,0,0.0
2024-01-01 00:02:54,174,Normal,36.39,34.96,90.86,51,610,2074.69,0.2678,0.3322,498.2325,577.9301,-1.473,57.793,610,0,0.0
2024-01-01 00:02:55,175,Normal,25.21,39.94,76.69,47,797,2141.68,0.2335,0.3665,549.78,581.5953,10.3095,58.1595,797,0,0.0
2024-01-01 00:02:56,176,Normal,36.13,44.74,63.33,26,690,2061.93,0.2739,0.3261,489.195,584.8566,-12.117,58.4857,690,0,0.0
2024-01-01 00:02:57,177,Normal,36.44,46.22,73.53,0,629,2066.48,0.2799,0.3201,480.2175,588.058,-1.7955,58.8058,629,0,0.0
