timestamp,step,scenario,client_id,source_role,message_type,urgency,grid_state,freq_deviation,renewable_pct,emergency_flag,p_message,p_role,p_effective,priority_tier,gamma,base_gamma,adj_factor,rate_limit,incoming_req,accepted_req,rejected_req,rejection_rate
2024-01-01 00:00:03,3,NORMAL,GridOps_Station,GRID_OPERATOR,PMU_SYNC,False,NORMAL,0.0466,15.8,False,0.7,1.0,0.65,MEDIUM,1.0595,1.0,1.0595,306.6,28,28,0,0.0
2024-01-01 00:00:03,3,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0466,15.8,False,0.3,0.85,0.405,LOW,1.0595,1.0,1.0595,228.73,50,50,0,0.0
2024-01-01 00:00:03,3,NORMAL,DER_Provider_01,DER_PROVIDER,TELEMETRY,False,NORMAL,0.0466,15.8,False,0.2,0.75,0.325,LOW,1.0595,1.0,1.0595,203.3,36,36,0,0.0
2024-01-01 00:00:03,3,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0466,15.8,False,0.3,0.45,0.285,LOW,1.0595,1.0,1.0595,190.59,93,93,0,0.0
2024-01-01 00:00:03,3,NORMAL,ThirdParty_Market_01,THIRD_PARTY,TELEMETRY,False,NORMAL,0.0466,15.8,False,0.2,0.35,0.205,LOW,1.0595,1.0,1.0595,165.16,62,62,0,0.0
2024-01-01 00:00:04,4,NORMAL,GridOps_Station,GRID_OPERATOR,DER_CONTROL,False,NORMAL,0.0704,20.34,False,0.8,1.0,0.7,HIGH,1.0829,1.0,1.0829,327.41,28,28,0,0.0
2024-01-01 00:00:04,4,NORMAL,Utility_API_01,UTILITY,MARKET_OPERATIONS,False,NORMAL,0.0704,20.34,False,0.4,0.85,0.455,MEDIUM,1.0829,1.0,1.0829,247.82,41,41,0,0.0
2024-01-01 00:00:04,4,NORMAL,DER_Provider_01,DER_PROVIDER,DER_CONTROL,False,NORMAL,0.0704,20.34,False,0.8,0.75,0.625,MEDIUM,1.0829,1.0,1.0829,303.04,30,30,0,0.0
2024-01-01 00:00:04,4,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0704,20.34,False,0.3,0.45,0.285,LOW,1.0829,1.0,1.0829,192.59,116,116,0,0.0
2024-01-01 00:00:04,4,NORMAL,ThirdParty_Market_01,THIRD_PARTY,TELEMETRY,False,NORMAL,0.0704,20.34,False,0.2,0.35,0.205,LOW,1.0829,1.0,1.0829,166.6,71,71,0,0.0
2024-01-01 00:00:05,5,NORMAL,GridOps_Station,GRID_OPERATOR,DER_CONTROL,False,NORMAL,0.0,18.33,False,0.8,1.0,0.7,HIGH,1.0367,1.0,1.0367,317.71,27,27,0,0.0
2024-01-01 00:00:05,5,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0,18.33,False,0.3,0.85,0.405,LOW,1.0367,1.0,1.0367,225.96,52,52,0,0.0
2024-01-01 00:00:05,5,NORMAL,DER_Provider_01,DER_PROVIDER,DER_CONTROL,False,NORMAL,0.0,18.33,False,0.8,0.75,0.625,MEDIUM,1.0367,1.0,1.0367,294.38,31,31,0,0.0
2024-01-01 00:00:05,5,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0,18.33,False,0.3,0.45,0.285,LOW,1.0367,1.0,1.0367,188.64,86,86,0,0.0
2024-01-01 00:00:05,5,NORMAL,ThirdParty_Market_01,THIRD_PARTY,TELEMETRY,False,NORMAL,0.0,18.33,False,0.2,0.35,0.205,LOW,1.0367,1.0,1.0367,163.76,46,46,0,0.0
2024-01-01 00:00:06,6,NORMAL,GridOps_Station,GRID_OPERATOR,PMU_SYNC,False,NORMAL,0.0224,22.49,False,0.7,1.0,0.65,MEDIUM,1.0584,1.0,1.0584,306.39,28,28,0,0.0
2024-01-01 00:00:06,6,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0224,22.49,False,0.3,0.85,0.405,LOW,1.0584,1.0,1.0584,228.6,46,46,0,0.0
2024-01-01 00:00:06,6,NORMAL,DER_Provider_01,DER_PROVIDER,TELEMETRY,False,NORMAL,0.0224,22.49,False,0.2,0.75,0.325,LOW,1.0584,1.0,1.0584,203.19,32,32,0,0.0
2024-01-01 00:00:06,6,NORMAL,AMI_Network_01,SMART_METER,TELEMETRY,False,NORMAL,0.0224,22.49,False,0.2,0.45,0.235,LOW,1.0584,1.0,1.0584,174.62,78,78,0,0.0
2024-01-01 00:00:06,6,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.0224,22.49,False,0.4,0.35,0.305,LOW,1.0584,1.0,1.0584,196.84,55,55,0,0.0
2024-01-01 00:00:07,7,NORMAL,GridOps_Station,GRID_OPERATOR,PMU_SYNC,False,NORMAL,0.0141,22.43,False,0.7,1.0,0.65,MEDIUM,1.0533,1.0,1.0533,305.39,25,25,0,0.0
2024-01-01 00:00:07,7,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0141,22.43,False,0.3,0.85,0.405,LOW,1.0533,1.0,1.0533,227.98,49,49,0,0.0
2024-01-01 00:00:07,7,NORMAL,DER_Provider_01,DER_PROVIDER,DER_CONTROL,False,NORMAL,0.0141,22.43,False,0.8,0.75,0.625,MEDIUM,1.0533,1.0,1.0533,297.49,34,34,0,0.0
2024-01-01 00:00:07,7,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0141,22.43,False,0.3,0.45,0.285,LOW,1.0533,1.0,1.0533,190.06,88,88,0,0.0
2024-01-01 00:00:07,7,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.0141,22.43,False,0.4,0.35,0.305,LOW,1.0533,1.0,1.0533,196.38,42,42,0,0.0
2024-01-01 00:00:08,8,NORMAL,GridOps_Station,GRID_OPERATOR,DER_CONTROL,False,NORMAL,0.0103,15.01,False,0.8,1.0,0.7,HIGH,1.0362,1.0,1.0362,317.6,20,20,0,0.0
2024-01-01 00:00:08,8,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0103,15.01,False,0.3,0.85,0.405,LOW,1.0362,1.0,1.0362,225.9,57,57,0,0.0
2024-01-01 00:00:08,8,NORMAL,DER_Provider_01,DER_PROVIDER,TELEMETRY,False,NORMAL,0.0103,15.01,False,0.2,0.75,0.325,LOW,1.0362,1.0,1.0362,201.03,40,40,0,0.0
2024-01-01 00:00:08,8,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0103,15.01,False,0.3,0.45,0.285,LOW,1.0362,1.0,1.0362,188.6,86,86,0,0.0
2024-01-01 00:00:08,8,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.0103,15.01,False,0.4,0.35,0.305,LOW,1.0362,1.0,1.0362,194.81,55,55,0,0.0
2024-01-01 00:00:09,9,NORMAL,GridOps_Station,GRID_OPERATOR,PMU_SYNC,False,NORMAL,0.0752,11.36,False,0.7,1.0,0.65,MEDIUM,1.0679,1.0,1.0679,308.24,26,26,0,0.0
2024-01-01 00:00:09,9,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0752,11.36,False,0.3,0.85,0.405,LOW,1.0679,1.0,1.0679,229.75,30,30,0,0.0
2024-01-01 00:00:09,9,NORMAL,DER_Provider_01,DER_PROVIDER,TELEMETRY,False,NORMAL,0.0752,11.36,False,0.2,0.75,0.325,LOW,1.0679,1.0,1.0679,204.12,31,31,0,0.0
2024-01-01 00:00:09,9,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0752,11.36,False,0.3,0.45,0.285,LOW,1.0679,1.0,1.0679,191.31,90,90,0,0.0
2024-01-01 00:00:09,9,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.0752,11.36,False,0.4,0.35,0.305,LOW,1.0679,1.0,1.0679,197.71,57,57,0,0.0
2024-01-01 00:00:10,10,NORMAL,GridOps_Station,GRID_OPERATOR,PMU_SYNC,False,NORMAL,0.0193,20.9,False,0.7,1.0,0.65,MEDIUM,1.0534,1.0,1.0534,305.41,31,31,0,0.0
2024-01-01 00:00:10,10,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0193,20.9,False,0.3,0.85,0.405,LOW,1.0534,1.0,1.0534,227.99,48,48,0,0.0
2024-01-01 00:00:10,10,NORMAL,DER_Provider_01,DER_PROVIDER,DER_CONTROL,False,NORMAL,0.0193,20.9,False,0.8,0.75,0.625,MEDIUM,1.0534,1.0,1.0534,297.51,26,26,0,0.0
2024-01-01 00:00:10,10,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0193,20.9,False,0.3,0.45,0.285,LOW,1.0534,1.0,1.0534,190.07,73,73,0,0.0
2024-01-01 00:00:10,10,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.0193,20.9,False,0.4,0.35,0.305,LOW,1.0534,1.0,1.0534,196.39,43,43,0,0.0
2024-01-01 00:00:11,11,NORMAL,GridOps_Station,GRID_OPERATOR,DER_CONTROL,False,NORMAL,0.0691,18.89,False,0.8,1.0,0.7,HIGH,1.0792,1.0,1.0792,326.63,19,19,0,0.0
2024-01-01 00:00:11,11,NORMAL,Utility_API_01,UTILITY,MARKET_OPERATIONS,False,NORMAL,0.0691,18.89,False,0.4,0.85,0.455,MEDIUM,1.0792,1.0,1.0792,247.31,53,53,0,0.0
2024-01-01 00:00:11,11,NORMAL,DER_Provider_01,DER_PROVIDER,DER_CONTROL,False,NORMAL,0.0691,18.89,False,0.8,0.75,0.625,MEDIUM,1.0792,1.0,1.0792,302.35,55,55,0,0.0
2024-01-01 00:00:11,11,NORMAL,AMI_Network_01,SMART_METER,TELEMETRY,False,NORMAL,0.0691,18.89,False,0.2,0.45,0.235,LOW,1.0792,1.0,1.0792,176.08,72,72,0,0.0
2024-01-01 00:00:11,11,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.0691,18.89,False,0.4,0.35,0.305,LOW,1.0792,1.0,1.0792,198.75,63,63,0,0.0
2024-01-01 00:00:12,12,NORMAL,GridOps_Station,GRID_OPERATOR,PMU_SYNC,False,NORMAL,0.0256,17.92,False,0.7,1.0,0.65,MEDIUM,1.0512,1.0,1.0512,304.98,24,24,0,0.0
2024-01-01 00:00:12,12,NORMAL,Utility_API_01,UTILITY,MARKET_OPERATIONS,False,NORMAL,0.0256,17.92,False,0.4,0.85,0.455,MEDIUM,1.0512,1.0,1.0512,243.49,46,46,0,0.0
2024-01-01 00:00:12,12,NORMAL,DER_Provider_01,DER_PROVIDER,DER_CONTROL,False,NORMAL,0.0256,17.92,False,0.8,0.75,0.625,MEDIUM,1.0512,1.0,1.0512,297.1,27,27,0,0.0
2024-01-01 00:00:12,12,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0256,17.92,False,0.3,0.45,0.285,LOW,1.0512,1.0,1.0512,189.88,81,81,0,0.0
2024-01-01 00:00:12,12,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.0256,17.92,False,0.4,0.35,0.305,LOW,1.0512,1.0,1.0512,196.18,63,63,0,0.0
2024-01-01 00:00:13,13,NORMAL,GridOps_Station,GRID_OPERATOR,PMU_SYNC,False,NORMAL,0.103,20.65,False,0.7,1.0,0.65,MEDIUM,1.1031,1.0,1.1031,315.1,22,22,0,0.0
2024-01-01 00:00:13,13,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.103,20.65,False,0.3,0.85,0.405,LOW,1.1031,1.0,1.1031,234.03,35,35,0,0.0
2024-01-01 00:00:13,13,NORMAL,DER_Provider_01,DER_PROVIDER,DER_CONTROL,False,NORMAL,0.103,20.65,False,0.8,0.75,0.625,MEDIUM,1.1031,1.0,1.1031,306.83,49,49,0,0.0
2024-01-01 00:00:13,13,NORMAL,AMI_Network_01,SMART_METER,TELEMETRY,False,NORMAL,0.103,20.65,False,0.2,0.45,0.235,LOW,1.1031,1.0,1.1031,177.77,105,105,0,0.0
2024-01-01 00:00:13,13,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.103,20.65,False,0.4,0.35,0.305,LOW,1.1031,1.0,1.1031,200.93,71,71,0,0.0
2024-01-01 00:00:14,14,NORMAL,GridOps_Station,GRID_OPERATOR,PMU_SYNC,False,NORMAL,0.0615,19.22,False,0.7,1.0,0.65,MEDIUM,1.0754,1.0,1.0754,309.7,21,21,0,0.0
2024-01-01 00:00:14,14,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0615,19.22,False,0.3,0.85,0.405,LOW,1.0754,1.0,1.0754,230.66,40,40,0,0.0
2024-01-01 00:00:14,14,NORMAL,DER_Provider_01,DER_PROVIDER,DER_CONTROL,False,NORMAL,0.0615,19.22,False,0.8,0.75,0.625,MEDIUM,1.0754,1.0,1.0754,301.64,26,26,0,0.0
2024-01-01 00:00:14,14,NORMAL,AMI_Network_01,SMART_METER,TELEMETRY,False,NORMAL,0.0615,19.22,False,0.2,0.45,0.235,LOW,1.0754,1.0,1.0754,175.82,118,118,0,0.0
2024-01-01 00:00:14,14,NORMAL,ThirdParty_Market_01,THIRD_PARTY,TELEMETRY,False,NORMAL,0.0615,19.22,False,0.2,0.35,0.205,LOW,1.0754,1.0,1.0754,166.14,58,58,0,0.0
2024-01-01 00:00:15,15,NORMAL,GridOps_Station,GRID_OPERATOR,DER_CONTROL,False,NORMAL,0.0586,26.53,False,0.8,1.0,0.7,HIGH,1.0882,1.0,1.0882,328.52,22,22,0,0.0
2024-01-01 00:00:15,15,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0586,26.53,False,0.3,0.85,0.405,LOW,1.0882,1.0,1.0882,232.22,49,49,0,0.0
2024-01-01 00:00:15,15,NORMAL,DER_Provider_01,DER_PROVIDER,TELEMETRY,False,NORMAL,0.0586,26.53,False,0.2,0.75,0.325,LOW,1.0882,1.0,1.0882,206.1,36,36,0,0.0
2024-01-01 00:00:15,15,NORMAL,AMI_Network_01,SMART_METER,TELEMETRY,False,NORMAL,0.0586,26.53,False,0.2,0.45,0.235,LOW,1.0882,1.0,1.0882,176.72,65,65,0,0.0
2024-01-01 00:00:15,15,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.0586,26.53,False,0.4,0.35,0.305,LOW,1.0882,1.0,1.0882,199.57,80,80,0,0.0
2024-01-01 00:00:16,16,NORMAL,GridOps_Station,GRID_OPERATOR,DER_CONTROL,False,NORMAL,0.0446,18.08,False,0.8,1.0,0.7,HIGH,1.0629,1.0,1.0629,323.21,19,19,0,0.0
2024-01-01 00:00:16,16,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0446,18.08,False,0.3,0.85,0.405,LOW,1.0629,1.0,1.0629,229.14,51,51,0,0.0
2024-01-01 00:00:16,16,NORMAL,DER_Provider_01,DER_PROVIDER,TELEMETRY,False,NORMAL,0.0446,18.08,False,0.2,0.75,0.325,LOW,1.0629,1.0,1.0629,203.63,34,34,0,0.0
2024-01-01 00:00:16,16,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0446,18.08,False,0.3,0.45,0.285,LOW,1.0629,1.0,1.0629,190.88,96,96,0,0.0
2024-01-01 00:00:16,16,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.0446,18.08,False,0.4,0.35,0.305,LOW,1.0629,1.0,1.0629,197.26,61,61,0,0.0
2024-01-01 00:00:17,17,NORMAL,GridOps_Station,GRID_OPERATOR,DER_CONTROL,False,NORMAL,0.0693,9.75,False,0.8,1.0,0.7,HIGH,1.0611,1.0,1.0611,322.83,20,20,0,0.0
2024-01-01 00:00:17,17,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0693,9.75,False,0.3,0.85,0.405,LOW,1.0611,1.0,1.0611,228.92,36,36,0,0.0
2024-01-01 00:00:17,17,NORMAL,DER_Provider_01,DER_PROVIDER,TELEMETRY,False,NORMAL,0.0693,9.75,False,0.2,0.75,0.325,LOW,1.0611,1.0,1.0611,203.46,41,41,0,0.0
2024-01-01 00:00:17,17,NORMAL,AMI_Network_01,SMART_METER,TELEMETRY,False,NORMAL,0.0693,9.75,False,0.2,0.45,0.235,LOW,1.0611,1.0,1.0611,174.81,90,90,0,0.0
2024-01-01 00:00:17,17,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.0693,9.75,False,0.4,0.35,0.305,LOW,1.0611,1.0,1.0611,197.09,65,65,0,0.0
2024-01-01 00:00:18,18,NORMAL,GridOps_Station,GRID_OPERATOR,PMU_SYNC,False,NORMAL,0.0355,18.36,False,0.7,1.0,0.65,MEDIUM,1.058,1.0,1.058,306.31,27,27,0,0.0
2024-01-01 00:00:18,18,NORMAL,Utility_API_01,UTILITY,MARKET_OPERATIONS,False,NORMAL,0.0355,18.36,False,0.4,0.85,0.455,MEDIUM,1.058,1.0,1.058,244.42,43,43,0,0.0
2024-01-01 00:00:18,18,NORMAL,DER_Provider_01,DER_PROVIDER,TELEMETRY,False,NORMAL,0.0355,18.36,False,0.2,0.75,0.325,LOW,1.058,1.0,1.058,203.16,33,33,0,0.0
2024-01-01 00:00:18,18,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0355,18.36,False,0.3,0.45,0.285,LOW,1.058,1.0,1.058,190.46,93,93,0,0.0
2024-01-01 00:00:18,18,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.0355,18.36,False,0.4,0.35,0.305,LOW,1.058,1.0,1.058,196.81,61,61,0,0.0
2024-01-01 00:00:19,19,NORMAL,GridOps_Station,GRID_OPERATOR,DER_CONTROL,False,NORMAL,0.0568,32.59,False,0.8,1.0,0.7,HIGH,1.0993,1.0,1.0993,330.85,20,20,0,0.0
2024-01-01 00:00:19,19,NORMAL,Utility_API_01,UTILITY,MARKET_OPERATIONS,False,NORMAL,0.0568,32.59,False,0.4,0.85,0.455,MEDIUM,1.0993,1.0,1.0993,250.05,30,30,0,0.0
2024-01-01 00:00:19,19,NORMAL,DER_Provider_01,DER_PROVIDER,TELEMETRY,False,NORMAL,0.0568,32.59,False,0.2,0.75,0.325,LOW,1.0993,1.0,1.0993,207.18,37,37,0,0.0
2024-01-01 00:00:19,19,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0568,32.59,False,0.3,0.45,0.285,LOW,1.0993,1.0,1.0993,193.99,76,76,0,0.0
2024-01-01 00:00:19,19,NORMAL,ThirdParty_Market_01,THIRD_PARTY,TELEMETRY,False,NORMAL,0.0568,32.59,False,0.2,0.35,0.205,LOW,1.0993,1.0,1.0993,167.61,34,34,0,0.0
2024-01-01 00:00:20,20,NORMAL,GridOps_Station,GRID_OPERATOR,DER_CONTROL,False,NORMAL,0.0451,14.69,False,0.8,1.0,0.7,HIGH,1.0564,1.0,1.0564,321.84,36,36,0,0.0
2024-01-01 00:00:20,20,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0451,14.69,False,0.3,0.85,0.405,LOW,1.0564,1.0,1.0564,228.35,36,36,0,0.0
2024-01-01 00:00:20,20,NORMAL,DER_Provider_01,DER_PROVIDER,TELEMETRY,False,NORMAL,0.0451,14.69,False,0.2,0.75,0.325,LOW,1.0564,1.0,1.0564,203.0,22,22,0,0.0
2024-01-01 00:00:20,20,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0451,14.69,False,0.3,0.45,0.285,LOW,1.0564,1.0,1.0564,190.32,128,128,0,0.0
2024-01-01 00:00:20,20,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.0451,14.69,False,0.4,0.35,0.305,LOW,1.0564,1.0,1.0564,196.66,46,46,0,0.0
2024-01-01 00:00:21,21,NORMAL,GridOps_Station,GRID_OPERATOR,PMU_SYNC,False,NORMAL,0.1051,34.53,False,0.7,1.0,0.65,MEDIUM,1.1321,1.0,1.1321,320.76,23,23,0,0.0
2024-01-01 00:00:21,21,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.1051,34.53,False,0.3,0.85,0.405,LOW,1.1321,1.0,1.1321,237.55,62,62,0,0.0
2024-01-01 00:00:21,21,NORMAL,DER_Provider_01,DER_PROVIDER,DER_CONTROL,False,NORMAL,0.1051,34.53,False,0.8,0.75,0.625,MEDIUM,1.1321,1.0,1.1321,312.27,33,33,0,0.0
2024-01-01 00:00:21,21,NORMAL,AMI_Network_01,SMART_METER,TELEMETRY,False,NORMAL,0.1051,34.53,False,0.2,0.45,0.235,LOW,1.1321,1.0,1.1321,179.81,97,97,0,0.0
2024-01-01 00:00:21,21,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.1051,34.53,False,0.4,0.35,0.305,LOW,1.1321,1.0,1.1321,203.59,58,58,0,0.0
2024-01-01 00:00:22,22,NORMAL,GridOps_Station,GRID_OPERATOR,PMU_SYNC,False,NORMAL,0.0088,18.81,False,0.7,1.0,0.65,MEDIUM,1.0429,1.0,1.0429,303.37,26,26,0,0.0
2024-01-01 00:00:22,22,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0088,18.81,False,0.3,0.85,0.405,LOW,1.0429,1.0,1.0429,226.71,49,49,0,0.0
2024-01-01 00:00:22,22,NORMAL,DER_Provider_01,DER_PROVIDER,TELEMETRY,False,NORMAL,0.0088,18.81,False,0.2,0.75,0.325,LOW,1.0429,1.0,1.0429,201.68,36,36,0,0.0
2024-01-01 00:00:22,22,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0088,18.81,False,0.3,0.45,0.285,LOW,1.0429,1.0,1.0429,189.17,90,90,0,0.0
2024-01-01 00:00:22,22,NORMAL,ThirdParty_Market_01,THIRD_PARTY,TELEMETRY,False,NORMAL,0.0088,18.81,False,0.2,0.35,0.205,LOW,1.0429,1.0,1.0429,164.14,51,51,0,0.0
2024-01-01 00:00:23,23,NORMAL,GridOps_Station,GRID_OPERATOR,PMU_SYNC,False,NORMAL,0.0595,19.51,False,0.7,1.0,0.65,MEDIUM,1.0747,1.0,1.0747,309.57,32,32,0,0.0
2024-01-01 00:00:23,23,NORMAL,Utility_API_01,UTILITY,METER_DATA,False,NORMAL,0.0595,19.51,False,0.3,0.85,0.405,LOW,1.0747,1.0,1.0747,230.58,37,37,0,0.0
2024-01-01 00:00:23,23,NORMAL,DER_Provider_01,DER_PROVIDER,DER_CONTROL,False,NORMAL,0.0595,19.51,False,0.8,0.75,0.625,MEDIUM,1.0747,1.0,1.0747,301.51,36,36,0,0.0
2024-01-01 00:00:23,23,NORMAL,AMI_Network_01,SMART_METER,METER_DATA,False,NORMAL,0.0595,19.51,False,0.3,0.45,0.285,LOW,1.0747,1.0,1.0747,191.89,111,111,0,0.0
2024-01-01 00:00:23,23,NORMAL,ThirdParty_Market_01,THIRD_PARTY,MARKET_OPERATIONS,False,NORMAL,0.0595,19.51,False,0.4,0.35,0.305,LOW,1.0747,1.0,1.0747,198.34,65,65,0,0.0
2024-01-01 00:00:24,24,NORMAL,GridOps_Station,GRID_OPERATOR,DER_CONTROL,False,NORMAL,0.0,24.64,False,0.8,1.0,0.7,HIGH,1.0493,1.0,1.0493,320.35,19,19,0,0.0
2024-01-01 00:00:24,24,NORMAL,Utility_API_01,UTILITY,MARKET_OPERATIONS,False,NORMAL,0.0,24.64,False,0.4,0.85,0.455,MEDIUM,1.0493,1.0,1.0493,243.23,47,47,0,0.0
2024-01-01 00:00:24,24,NORMAL,DER_Provider_01,DER_PROVIDER,TELEMETRY,False,NORMAL,0.0,24.64,False,0.2,0.75,0.325,LOW,1.0493,1.0,1.0493,202.31,32,32,0,0.0
