timestamp,step,scenario,client_id,incoming_req,alpha,z_score,z_score_norm,mu,sigma,refill_rate,tokens,accepted_req,rejected_req,rejection_rate
2024-01-01 00:00:05,5,Normal,DER_Controller,43,0.0,0.0,0.0,41.33,7.84,100.0,107.0,43,0,0.0
2024-01-01 00:00:05,5,Normal,EV_Charger_1,37,0.0,0.0,0.0,37.67,3.14,100.0,113.0,37,0,0.0
2024-01-01 00:00:05,5,Normal,EV_Charger_2,32,0.0,0.0,0.0,27.5,4.59,100.0,118.0,32,0,0.0
2024-01-01 00:00:06,6,Normal,AMI_Meter,40,0.0,0.0,0.0,30.0,5.72,100.0,110.0,40,0,0.0
2024-01-01 00:00:06,6,Normal,PMU_Sensor,46,0.0,0.0,0.0,49.14,5.55,100.0,104.0,46,0,0.0
2024-01-01 00:00:06,6,Normal,DER_Controller,34,0.0,0.0,0.0,40.29,7.67,100.0,116.0,34,0,0.0
2024-01-01 00:00:06,6,Normal,EV_Charger_1,30,0.0,0.0,0.0,36.57,4.08,100.0,120.0,30,0,0.0
2024-01-01 00:00:06,6,Normal,EV_Charger_2,33,0.0,0.0,0.0,28.29,4.68,100.0,117.0,33,0,0.0
2024-01-01 00:00:07,7,Normal,AMI_Meter,35,0.0,0.0,0.0,30.62,5.58,100.0,115.0,35,0,0.0
2024-01-01 00:00:07,7,Normal,PMU_Sensor,49,0.0,0.0,0.0,49.12,5.14,100.0,101.0,49,0,0.0
2024-01-01 00:00:07,7,Normal,DER_Controller,31,0.0,0.0,0.0,39.12,7.83,100.0,119.0,31,0,0.0
2024-01-01 00:00:07,7,Normal,EV_Charger_1,30,0.0,0.0,0.0,35.75,4.43,100.0,120.0,30,0,0.0
2024-01-01 00:00:07,7,Normal,EV_Charger_2,33,0.0,0.0,0.0,28.88,4.64,100.0,117.0,33,0,0.0
2024-01-01 00:00:08,8,Normal,AMI_Meter,33,0.0,0.0,0.0,30.89,5.28,100.0,117.0,33,0,0.0
2024-01-01 00:00:08,8,Normal,PMU_Sensor,54,0.0,0.0,0.0,49.67,5.07,100.0,96.0,54,0,0.0
2024-01-01 00:00:08,8,Normal,DER_Controller,33,0.0,0.0,0.0,38.44,7.6,100.0,117.0,33,0,0.0
2024-01-01 00:00:08,8,Normal,EV_Charger_1,36,0.0,0.0,0.0,35.78,4.15,100.0,114.0,36,0,0.0
2024-01-01 00:00:08,8,Normal,EV_Charger_2,30,0.0,0.0,0.0,29.0,4.36,100.0,120.0,30,0,0.0
2024-01-01 00:00:09,9,Normal,AMI_Meter,31,0.0,0.0,0.0,30.9,4.98,100.0,119.0,31,0,0.0
2024-01-01 00:00:09,9,Normal,PMU_Sensor,56,0.0,0.0,0.0,50.3,5.19,100.0,94.0,56,0,0.0
2024-01-01 00:00:09,9,Normal,DER_Controller,42,0.0,0.0,0.0,38.8,7.25,100.0,108.0,42,0,0.0
2024-01-01 00:00:09,9,Normal,EV_Charger_1,39,0.0,0.0,0.0,36.1,4.04,100.0,111.0,39,0,0.0
2024-01-01 00:00:09,9,Normal,EV_Charger_2,30,0.0,0.0,0.0,29.1,4.12,100.0,120.0,30,0,0.0
2024-01-01 00:00:10,10,Normal,AMI_Meter,31,0.0,0.0,0.0,30.91,4.72,100.0,119.0,31,0,0.0
2024-01-01 00:00:10,10,Normal,PMU_Sensor,55,0.0,0.0,0.0,50.73,5.12,100.0,95.0,55,0,0.0
2024-01-01 00:00:10,10,Normal,DER_Controller,25,0.0,0.0,0.0,37.55,8.04,100.0,125.0,25,0,0.0
2024-01-01 00:00:10,10,Normal,EV_Charger_1,33,0.0,0.0,0.0,35.82,3.95,100.0,117.0,33,0,0.0
2024-01-01 00:00:10,10,Normal,EV_Charger_2,27,0.0,0.0,0.0,28.91,3.96,100.0,123.0,27,0,0.0
2024-01-01 00:00:11,11,Normal,AMI_Meter,26,0.0,0.0,0.0,30.5,4.72,100.0,124.0,26,0,0.0
2024-01-01 00:00:11,11,Normal,PMU_Sensor,47,0.0,0.0,0.0,50.42,5.0,100.0,103.0,47,0,0.0
2024-01-01 00:00:11,11,Normal,DER_Controller,54,0.0,0.0,0.0,38.92,9.02,100.0,96.0,54,0,0.0
2024-01-01 00:00:11,11,Normal,EV_Charger_1,29,0.0,0.0,0.0,35.25,4.25,100.0,121.0,29,0,0.0
2024-01-01 00:00:11,11,Normal,EV_Charger_2,34,0.0,0.0,0.0,29.33,4.05,100.0,116.0,34,0,0.0
2024-01-01 00:00:12,12,Normal,AMI_Meter,21,0.0,0.0,0.0,29.77,5.23,100.0,129.0,21,0,0.0
2024-01-01 00:00:12,12,Normal,PMU_Sensor,47,0.0,0.0,0.0,50.15,4.88,100.0,103.0,47,0,0.0
2024-01-01 00:00:12,12,Normal,DER_Controller,41,0.0,0.0,0.0,39.08,8.66,100.0,109.0,41,0,0.0
2024-01-01 00:00:12,12,Normal,EV_Charger_1,38,0.0,0.0,0.0,35.46,4.14,100.0,112.0,38,0,0.0
2024-01-01 00:00:12,12,Normal,EV_Charger_2,33,0.0,0.0,0.0,29.62,4.01,100.0,117.0,33,0,0.0
2024-01-01 00:00:13,13,Normal,AMI_Meter,33,0.0,0.0,0.0,30.0,5.1,100.0,117.0,33,0,0.0
2024-01-01 00:00:13,13,Normal,PMU_Sensor,47,0.0,0.0,0.0,49.93,4.76,100.0,103.0,47,0,0.0
2024-01-01 00:00:13,13,Normal,DER_Controller,35,0.0,0.0,0.0,38.79,8.39,100.0,115.0,35,0,0.0
2024-01-01 00:00:13,13,Normal,EV_Charger_1,40,0.0,0.0,0.0,35.79,4.15,100.0,110.0,40,0,0.0
2024-01-01 00:00:13,13,Normal,EV_Charger_2,29,0.0,0.0,0.0,29.57,3.86,100.0,121.0,29,0,0.0
2024-01-01 00:00:14,14,Normal,AMI_Meter,23,0.0,0.0,0.0,29.53,5.24,100.0,127.0,23,0,0.0
2024-01-01 00:00:14,14,Normal,PMU_Sensor,40,0.0,0.0,0.0,49.27,5.26,100.0,110.0,40,0,0.0
2024-01-01 00:00:14,14,Normal,DER_Controller,30,0.0,0.0,0.0,38.2,8.39,100.0,120.0,30,0,0.0
2024-01-01 00:00:14,14,Normal,EV_Charger_1,37,0.0,0.0,0.0,35.87,4.02,100.0,113.0,37,0,0.0
2024-01-01 00:00:14,14,Normal,EV_Charger_2,30,0.0,0.0,0.0,29.6,3.72,100.0,120.0,30,0,0.0
2024-01-01 00:00:15,15,Normal,AMI_Meter,33,0.0,0.0,0.0,29.75,5.13,100.0,117.0,33,0,0.0
2024-01-01 00:00:15,15,Normal,PMU_Sensor,46,0.0,0.0,0.0,49.06,5.14,100.0,104.0,46,0,0.0
2024-01-01 00:00:15,15,Normal,DER_Controller,41,0.0,0.0,0.0,38.37,8.14,100.0,109.0,41,0,0.0
2024-01-01 00:00:15,15,Normal,EV_Charger_1,38,0.0,0.0,0.0,36.0,3.92,100.0,112.0,38,0,0.0
2024-01-01 00:00:15,15,Normal,EV_Charger_2,28,0.0,0.0,0.0,29.5,3.61,100.0,122.0,28,0,0.0
2024-01-01 00:00:16,16,Normal,AMI_Meter,32,0.0,0.0,0.0,29.88,5.0,100.0,118.0,32,0,0.0
2024-01-01 00:00:16,16,Normal,PMU_Sensor,44,0.0,0.0,0.0,48.76,5.13,100.0,106.0,44,0,0.0
2024-01-01 00:00:16,16,Normal,DER_Controller,36,0.0,0.0,0.0,38.24,7.9,100.0,114.0,36,0,0.0
2024-01-01 00:00:16,16,Normal,EV_Charger_1,32,0.0,0.0,0.0,35.76,3.91,100.0,118.0,32,0,0.0
2024-01-01 00:00:16,16,Normal,EV_Charger_2,24,0.0,0.0,0.0,29.18,3.75,100.0,126.0,24,0,0.0
2024-01-01 00:00:17,17,Normal,AMI_Meter,32,0.0,0.0,0.0,30.0,4.87,100.0,118.0,32,0,0.0
2024-01-01 00:00:17,17,Normal,PMU_Sensor,46,0.0,0.0,0.0,48.61,5.02,100.0,104.0,46,0,0.0
2024-01-01 00:00:17,17,Normal,DER_Controller,40,0.0,0.0,0.0,38.33,7.68,100.0,110.0,40,0,0.0
2024-01-01 00:00:17,17,Normal,EV_Charger_1,37,0.0,0.0,0.0,35.83,3.81,100.0,113.0,37,0,0.0
2024-01-01 00:00:17,17,Normal,EV_Charger_2,32,0.0,0.0,0.0,29.33,3.69,100.0,118.0,32,0,0.0
2024-01-01 00:00:18,18,Normal,AMI_Meter,33,0.0,0.0,0.0,30.16,4.79,100.0,117.0,33,0,0.0
2024-01-01 00:00:18,18,Normal,PMU_Sensor,49,0.0,0.0,0.0,48.63,4.88,100.0,101.0,49,0,0.0
2024-01-01 00:00:18,18,Normal,DER_Controller,35,0.0,0.0,0.0,38.16,7.5,100.0,115.0,35,0,0.0
2024-01-01 00:00:18,18,Normal,EV_Charger_1,34,0.0,0.0,0.0,35.74,3.72,100.0,116.0,34,0,0.0
2024-01-01 00:00:18,18,Normal,EV_Charger_2,21,0.0,0.0,0.0,28.89,4.07,100.0,129.0,21,0,0.0
2024-01-01 00:00:19,19,Normal,AMI_Meter,22,0.0,0.0,0.0,29.75,5.0,100.0,128.0,22,0,0.0
2024-01-01 00:00:19,19,Normal,PMU_Sensor,39,0.0,0.0,0.0,48.15,5.21,100.0,111.0,39,0,0.0
2024-01-01 00:00:19,19,Normal,DER_Controller,30,0.0,0.0,0.0,37.75,7.52,100.0,120.0,30,0,0.0
2024-01-01 00:00:19,19,Normal,EV_Charger_1,37,0.0,0.0,0.0,35.8,3.64,100.0,113.0,37,0,0.0
2024-01-01 00:00:19,19,Normal,EV_Charger_2,25,0.0,0.0,0.0,28.7,4.05,100.0,125.0,25,0,0.0
2024-01-01 00:00:20,20,Normal,AMI_Meter,28,0.0,0.0,0.0,29.67,4.89,100.0,122.0,28,0,0.0
2024-01-01 00:00:20,20,Normal,PMU_Sensor,60,0.0,0.0,0.0,48.71,5.7,100.0,90.0,60,0,0.0
2024-01-01 00:00:20,20,Normal,DER_Controller,36,0.0,0.0,0.0,37.67,7.34,100.0,114.0,36,0,0.0
2024-01-01 00:00:20,20,Normal,EV_Charger_1,39,0.0,0.0,0.0,35.95,3.61,100.0,111.0,39,0,0.0
2024-01-01 00:00:20,20,Normal,EV_Charger_2,25,0.0,0.0,0.0,28.52,4.03,100.0,125.0,25,0,0.0
2024-01-01 00:00:21,21,Normal,AMI_Meter,28,0.0,0.0,0.0,29.59,4.79,100.0,122.0,28,0,0.0
2024-01-01 00:00:21,21,Normal,PMU_Sensor,42,0.0,0.0,0.0,48.41,5.75,100.0,108.0,42,0,0.0
2024-01-01 00:00:21,21,Normal,DER_Controller,36,0.0,0.0,0.0,37.59,7.18,100.0,114.0,36,0,0.0
2024-01-01 00:00:21,21,Normal,EV_Charger_1,40,0.0,0.0,0.0,36.14,3.63,100.0,110.0,40,0,0.0
2024-01-01 00:00:21,21,Normal,EV_Charger_2,21,0.0,0.0,0.0,28.18,4.25,100.0,129.0,21,0,0.0
2024-01-01 00:00:22,22,Normal,AMI_Meter,32,0.0,0.0,0.0,29.7,4.7,100.0,118.0,32,0,0.0
2024-01-01 00:00:22,22,Normal,PMU_Sensor,51,0.0,0.0,0.0,48.52,5.64,100.0,99.0,51,0,0.0
2024-01-01 00:00:22,22,Normal,DER_Controller,34,0.0,0.0,0.0,37.43,7.05,100.0,116.0,34,0,0.0
2024-01-01 00:00:22,22,Normal,EV_Charger_1,26,0.0,0.0,0.0,35.7,4.13,100.0,124.0,26,0,0.0
2024-01-01 00:00:22,22,Normal,EV_Charger_2,30,0.0,0.0,0.0,28.26,4.17,100.0,120.0,30,0,0.0
2024-01-01 00:00:23,23,Normal,AMI_Meter,27,0.0,0.0,0.0,29.58,4.63,100.0,123.0,27,0,0.0
2024-01-01 00:00:23,23,Normal,PMU_Sensor,51,0.0,0.0,0.0,48.63,5.54,100.0,99.0,51,0,0.0
2024-01-01 00:00:23,23,Normal,DER_Controller,40,0.0,0.0,0.0,37.54,6.92,100.0,110.0,40,0,0.0
2024-01-01 00:00:23,23,Normal,EV_Charger_1,44,0.0,0.0,0.0,36.04,4.38,100.0,106.0,44,0,0.0
2024-01-01 00:00:23,23,Normal,EV_Charger_2,28,0.0,0.0,0.0,28.25,4.08,100.0,122.0,28,0,0.0
2024-01-01 00:00:24,24,Normal,AMI_Meter,24,0.0,0.0,0.0,29.36,4.67,100.0,126.0,24,0,0.0
2024-01-01 00:00:24,24,Normal,PMU_Sensor,51,0.0,0.0,0.0,48.72,5.44,100.0,99.0,51,0,0.0
2024-01-01 00:00:24,24,Normal,DER_Controller,42,0.0,0.0,0.0,37.72,6.83,100.0,108.0,42,0,0.0
2024-01-01 00:00:24,24,Normal,EV_Charger_1,43,0.0,0.0,0.0,36.32,4.51,100.0,107.0,43,0,0.0
2024-01-01 00:00:24,24,Normal,EV_Charger_2,34,0.0,0.0,0.0,28.48,4.15,100.0,116.0,34,0,0.0
2024-01-01 00:00:25,25,Normal,AMI_Meter,31,0.0,0.0,0.0,29.42,4.59,100.0,119.0,31,0,0.0
2024-01-01 00:00:25,25,Normal,PMU_Sensor,61,0.0,0.0,0.0,49.19,5.85,100.0,89.0,61,0,0.0
2024-01-01 00:00:25,25,Normal,DER_Controller,28,0.0,0.0,0.0,37.35,6.96,100.0,122.0,28,0,0.0
2024-01-01 00:00:25,25,Normal,EV_Charger_1,31,0.0,0.0,0.0,36.12,4.54,100.0,119.0,31,0,0.0
2024-01-01 00:00:25,25,Normal,EV_Charger_2,25,0.0,0.0,0.0,28.35,4.13,100.0,125.0,25,0,0.0
2024-01-01 00:00:26,26,Normal,AMI_Meter,28,0.0,0.0,0.0,29.37,4.51,100.0,122.0,28,0,0.0
2024-01-01 00:00:26,26,Normal,PMU_Sensor,38,0.0,0.0,0.0,48.78,6.13,100.0,112.0,38,0,0.0
2024-01-01 00:00:26,26,Normal,DER_Controller,46,0.0,0.0,0.0,37.67,7.02,100.0,104.0,46,0,0.0
2024-01-01 00:00:26,26,Normal,EV_Charger_1,33,0.0,0.0,0.0,36.0,4.49,100.0,117.0,33,0,0.0
2024-01-01 00:00:26,26,Normal,EV_Charger_2,22,0.0,0.0,0.0,28.11,4.23,100.0,128.0,22,0,0.0
2024-01-01 00:00:27,27,Normal,AMI_Meter,24,0.0,0.0,0.0,29.18,4.54,100.0,126.0,24,0,0.0
2024-01-01 00:00:27,27,Normal,PMU_Sensor,52,0.0,0.0,0.0,48.89,6.05,100.0,98.0,52,0,0.0
2024-01-01 00:00:27,27,Normal,DER_Controller,48,0.0,0.0,0.0,38.04,7.16,100.0,102.0,48,0,0.0
2024-01-01 00:00:27,27,Normal,EV_Charger_1,46,0.0,0.0,0.0,36.36,4.79,100.0,104.0,46,0,0.0
2024-01-01 00:00:27,27,Normal,EV_Charger_2,44,0.0,0.0,0.0,28.68,5.12,100.0,106.0,44,0,0.0
2024-01-01 00:00:28,28,Normal,AMI_Meter,32,0.0,0.0,0.0,29.28,4.49,100.0,118.0,32,0,0.0
2024-01-01 00:00:28,28,Normal,PMU_Sensor,42,0.0,0.0,0.0,48.66,6.07,100.0,108.0,42,0,0.0
2024-01-01 00:00:28,28,Normal,DER_Controller,18,0.0,0.0,0.0,37.34,7.96,100.0,132.0,18,0,0.0
2024-01-01 00:00:28,28,Normal,EV_Charger_1,36,0.0,0.0,0.0,36.34,4.71,100.0,114.0,36,0,0.0
2024-01-01 00:00:28,28,Normal,EV_Charger_2,25,0.0,0.0,0.0,28.55,5.08,100.0,125.0,25,0,0.0
2024-01-01 00:00:29,29,Normal,AMI_Meter,27,0.0497,0.4968,0.1656,29.2,4.43,95.03,123.0,27,0,0.0
2024-01-01 00:00:29,29,Normal,PMU_Sensor,45,0.0588,0.5885,0.1962,48.53,6.0,94.12,105.0,45,0,0.0
2024-01-01 00:00:29,29,Normal,DER_Controller,38,0.0051,0.081,0.0202,37.37,7.82,99.49,112.0,38,0,0.0
2024-01-01 00:00:29,29,Normal,EV_Charger_1,41,0.0957,0.9568,0.3189,36.5,4.7,90.43,109.0,41,0,0.0
2024-01-01 00:00:29,29,Normal,EV_Charger_2,30,0.028,0.2803,0.0934,28.6,4.99,97.2,120.0,30,0,0.0
2024-01-01 00:00:30,30,Normal,AMI_Meter,29,0.0392,0.0444,0.0148,29.19,4.35,96.08,121.0,29,0,0.0
2024-01-01 00:00:30,30,Normal,PMU_Sensor,41,0.1616,1.2037,0.4012,48.29,6.06,83.84,109.0,41,0,0.0
2024-01-01 00:00:30,30,Normal,DER_Controller,23,0.111,1.7145,0.4286,36.9,8.11,88.9,127.0,23,0,0.0
2024-01-01 00:00:30,30,Normal,EV_Charger_1,32,0.1597,0.9277,0.3092,36.35,4.69,84.03,118.0,32,0,0.0
2024-01-01 00:00:30,30,Normal,EV_Charger_2,29,0.0275,0.0788,0.0263,28.61,4.91,97.25,121.0,29,0,0.0
2024-01-01 00:00:31,31,Normal,AMI_Meter,38,0.2146,1.8718,0.6239,29.47,4.56,78.54,112.0,38,0,0.0
2024-01-01 00:00:31,31,Normal,PMU_Sensor,51,0.157,0.4392,0.1464,48.38,5.98,84.3,99.0,51,0,0.0
2024-01-01 00:00:31,31,Normal,DER_Controller,49,0.1719,1.4189,0.3547,37.28,8.26,82.81,101.0,49,0,0.0
2024-01-01 00:00:31,31,Normal,EV_Charger_1,32,0.2019,0.9011,0.3004,36.22,4.68,79.81,118.0,32,0,0.0
2024-01-01 00:00:31,31,Normal,EV_Charger_2,24,0.1105,0.9122,0.3041,28.47,4.9,88.95,126.0,24,0,0.0
2024-01-01 00:00:32,32,Normal,AMI_Meter,25,0.2454,0.9518,0.3173,29.33,4.55,75.46,125.0,25,0,0.0
2024-01-01 00:00:32,32,Normal,PMU_Sensor,44,0.1814,0.7152,0.2384,48.24,5.93,81.86,106.0,44,0,0.0
2024-01-01 00:00:32,32,Normal,DER_Controller,61,0.2866,2.5227,0.6307,38.0,9.12,71.34,89.0,61,0,0.0
2024-01-01 00:00:32,32,Normal,EV_Charger_1,30,0.2688,1.274,0.4247,36.03,4.73,73.12,120.0,30,0,0.0
2024-01-01 00:00:32,32,Normal,EV_Charger_2,34,0.1864,1.0909,0.3636,28.64,4.92,81.36,116.0,34,0,0.0
2024-01-01 00:00:33,33,Normal,AMI_Meter,25,0.2643,0.9255,0.3085,29.21,4.54,73.57,125.0,25,0,0.0
2024-01-01 00:00:33,33,Normal,PMU_Sensor,57,0.2679,1.4093,0.4698,48.5,6.03,73.21,93.0,57,0,0.0
2024-01-01 00:00:33,33,Normal,DER_Controller,43,0.2486,0.5381,0.1345,38.15,9.02,75.14,107.0,43,0,0.0
2024-01-01 00:00:33,33,Normal,EV_Charger_1,34,0.2303,0.4216,0.1405,35.97,4.67,76.97,116.0,34,0,0.0
2024-01-01 00:00:33,33,Normal,EV_Charger_2,29,0.1378,0.0729,0.0243,28.65,4.84,86.22,121.0,29,0,0.0
2024-01-01 00:00:34,34,Normal,AMI_Meter,26,0.2541,0.6905,0.2302,29.11,4.51,74.59,124.0,26,0,0.0
2024-01-01 00:00:34,34,Normal,PMU_Sensor,53,0.2605,0.7297,0.2432,48.63,5.99,73.95,97.0,53,0,0.0
2024-01-01 00:00:34,34,Normal,DER_Controller,35,0.2079,0.3435,0.0859,38.06,8.9,79.21,115.0,35,0,0.0
2024-01-01 00:00:34,34,Normal,EV_Charger_1,27,0.3409,1.7975,0.5992,35.71,4.85,65.91,123.0,27,0,0.0
2024-01-01 00:00:34,34,Normal,EV_Charger_2,23,0.2092,1.1276,0.3759,28.49,4.87,79.08,127.0,23,0,0.0
2024-01-01 00:00:35,35,Normal,AMI_Meter,30,0.1972,0.1936,0.0645,29.14,4.45,80.28,120.0,30,0,0.0
2024-01-01 00:00:35,35,Normal,PMU_Sensor,62,0.3884,2.0599,0.6866,49.0,6.31,61.16,88.0,62,0,0.0
2024-01-01 00:00:35,35,Normal,DER_Controller,41,0.1763,0.3256,0.0814,38.14,8.79,82.37,109.0,41,0,0.0
2024-01-01 00:00:35,35,Normal,EV_Charger_1,34,0.2735,0.3482,0.1161,35.67,4.79,72.65,116.0,34,0,0.0
2024-01-01 00:00:35,35,Normal,EV_Charger_2,31,0.1972,0.5078,0.1693,28.56,4.81,80.28,119.0,31,0,0.0
2024-01-01 00:00:36,36,Normal,AMI_Meter,36,0.2855,1.4743,0.4914,29.32,4.53,71.45,114.0,36,0,0.0
2024-01-01 00:00:36,36,Normal,PMU_Sensor,51,0.3031,0.3123,0.1041,49.05,6.23,69.69,99.0,51,0,0.0
2024-01-01 00:00:36,36,Normal,DER_Controller,35,0.1542,0.3519,0.088,38.05,8.68,84.58,115.0,35,0,0.0
2024-01-01 00:00:36,36,Normal,EV_Charger_1,41,0.2995,1.0809,0.3603,35.81,4.8,70.05,109.0,41,0,0.0
2024-01-01 00:00:36,36,Normal,EV_Charger_2,32,0.2082,0.7012,0.2337,28.65,4.78,79.18,118.0,32,0,0.0
2024-01-01 00:00:37,37,Normal,AMI_Meter,37,0.361,1.6118,0.5373,29.53,4.64,63.9,113.0,37,0,0.0
2024-01-01 00:00:37,37,Normal,PMU_Sensor,51,0.2429,0.3079,0.1026,49.11,6.15,75.71,99.0,51,0,0.0
2024-01-01 00:00:37,37,Normal,DER_Controller,27,0.1926,1.2305,0.3076,37.76,8.75,80.74,123.0,27,0,0.0
2024-01-01 00:00:37,37,Normal,EV_Charger_1,26,0.4009,1.9122,0.6374,35.55,5.0,59.91,124.0,26,0,0.0
2024-01-01 00:00:37,37,Normal,EV_Charger_2,38,0.3296,1.8384,0.6128,28.89,4.95,67.04,112.0,38,0,0.0
2024-01-01 00:00:38,38,Normal,AMI_Meter,38,0.4257,1.7301,0.5767,29.74,4.77,57.43,112.0,38,0,0.0
2024-01-01 00:00:38,38,Normal,PMU_Sensor,48,0.1878,0.1772,0.0591,49.08,6.08,81.22,102.0,48,0,0.0
2024-01-01 00:00:38,38,Normal,DER_Controller,36,0.1568,0.1989,0.0497,37.72,8.64,84.32,114.0,36,0,0.0
2024-01-01 00:00:38,38,Normal,EV_Charger_1,43,0.4237,1.4308,0.4769,35.74,5.07,57.63,107.0,43,0,0.0
2024-01-01 00:00:38,38,Normal,EV_Charger_2,24,0.3271,0.9636,0.3212,28.77,4.95,67.29,126.0,24,0,0.0
2024-01-01 00:00:39,39,Normal,AMI_Meter,25,0.395,0.9696,0.3232,29.62,4.77,60.5,125.0,25,0,0.0
2024-01-01 00:00:39,39,Normal,PMU_Sensor,55,0.2266,0.9514,0.3171,49.23,6.07,77.34,95.0,55,0,0.0
2024-01-01 00:00:39,39,Normal,DER_Controller,36,0.1299,0.1964,0.0491,37.67,8.53,87.01,114.0,36,0,0.0
2024-01-01 00:00:39,39,Normal,EV_Charger_1,34,0.3305,0.3391,0.113,35.7,5.01,66.95,116.0,34,0,0.0
2024-01-01 00:00:39,39,Normal,EV_Charger_2,29,0.2335,0.0461,0.0154,28.77,4.89,76.65,121.0,29,0,0.0
2024-01-01 00:00:40,40,Normal,AMI_Meter,31,0.3049,0.2845,0.0948,29.66,4.71,69.51,119.0,31,0,0.0
2024-01-01 00:00:40,40,Normal,PMU_Sensor,61,0.3418,1.8323,0.6108,49.51,6.27,65.82,89.0,61,0,0.0
2024-01-01 00:00:40,40,Normal,DER_Controller,40,0.1143,0.2691,0.0673,37.73,8.43,88.57,110.0,40,0,0.0
2024-01-01 00:00:40,40,Normal,EV_Charger_1,38,0.2766,0.4521,0.1507,35.76,4.96,72.34,112.0,38,0,0.0
2024-01-01 00:00:40,40,Normal,EV_Charger_2,19,0.3519,1.8847,0.6282,28.54,5.06,64.81,131.0,19,0,0.0
2024-01-01 00:00:41,41,Normal,AMI_Meter,29,0.2273,0.138,0.046,29.64,4.66,77.27,121.0,29,0,0.0
2024-01-01 00:00:41,41,Normal,PMU_Sensor,43,0.3406,1.0133,0.3378,49.36,6.27,65.94,107.0,43,0,0.0
2024-01-01 00:00:41,41,Normal,DER_Controller,27,0.1628,1.2341,0.3085,37.48,8.49,83.72,123.0,27,0,0.0
2024-01-01 00:00:41,41,Normal,EV_Charger_1,29,0.3252,1.3158,0.4386,35.6,5.01,67.48,121.0,29,0,0.0
