timestamp,step,scenario,node_id,node_type,region,L_base,proximity_score,phi_e,load_e,availability,mtd_factor,gossip_adj,is_gossip_step,L_e,L_global,incoming_req,accepted_req,rejected_req,rejection_rate,tokens,mtd_active
2024-01-01 00:00:01,1,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1512,1,1.0,1.05,0,712.96,1183.67,83,83,0,0.0,629.96,0
2024-01-01 00:00:02,2,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2329,1,1.0,1.05,0,1610.98,1204.92,233,233,0,0.0,1377.98,0
2024-01-01 00:00:02,2,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2659,1,1.0,1.05,0,1387.42,1204.92,207,207,0,0.0,1180.42,0
2024-01-01 00:00:02,2,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.2413,1,1.0,1.05,0,1194.96,1204.92,149,149,0,0.0,1045.96,0
2024-01-01 00:00:02,2,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.2146,1,1.0,1.05,0,989.58,1204.92,115,115,0,0.0,874.58,0
2024-01-01 00:00:02,2,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.1924,1,1.0,1.05,0,678.4,1204.92,97,97,0,0.0,581.4,0
2024-01-01 00:00:02,2,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1929,1,1.0,1.05,0,677.94,1204.92,98,98,0,0.0,579.94,0
2024-01-01 00:00:03,3,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2454,1,1.0,1.05,0,1584.57,1218.91,163,163,0,0.0,1421.57,0
2024-01-01 00:00:03,3,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2464,1,1.0,1.05,0,1424.32,1218.91,226,226,0,0.0,1198.32,0
2024-01-01 00:00:03,3,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.187,1,1.0,1.05,0,1280.44,1218.91,162,162,0,0.0,1118.44,0
2024-01-01 00:00:03,3,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.226,1,1.0,1.05,0,975.21,1218.91,133,133,0,0.0,842.21,0
2024-01-01 00:00:03,3,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.2023,1,1.0,1.05,0,670.07,1218.91,100,100,0,0.0,570.07,0
2024-01-01 00:00:03,3,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1963,1,1.0,1.05,0,675.11,1218.91,87,87,0,0.0,588.11,0
2024-01-01 00:00:04,4,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2772,1,1.0,1.05,0,1517.97,1182.49,168,168,0,0.0,1349.97,0
2024-01-01 00:00:04,4,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2827,1,1.0,1.05,0,1355.69,1182.49,200,200,0,0.0,1155.69,0
2024-01-01 00:00:04,4,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.2316,1,1.0,1.05,0,1210.29,1182.49,154,154,0,0.0,1056.29,0
2024-01-01 00:00:04,4,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.2253,1,1.0,1.05,0,976.18,1182.49,156,156,0,0.0,820.18,0
2024-01-01 00:00:04,4,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.1363,1,1.0,1.05,0,725.52,1182.49,79,79,0,0.0,646.52,0
2024-01-01 00:00:04,4,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1704,1,1.0,1.05,0,696.86,1182.49,96,96,0,0.0,600.86,0
2024-01-01 00:00:05,5,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.1827,1,1.0,1.05,0,1716.36,1231.11,171,171,0,0.0,1545.36,0
2024-01-01 00:00:05,5,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2666,1,1.0,1.05,0,1386.12,1231.11,206,206,0,0.0,1180.12,0
2024-01-01 00:00:05,5,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.2265,1,1.0,1.05,0,1218.25,1231.11,177,177,0,0.0,1041.25,0
2024-01-01 00:00:05,5,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.2234,1,1.0,1.05,0,978.45,1231.11,126,126,0,0.0,852.45,0
2024-01-01 00:00:05,5,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.2013,1,1.0,1.05,0,670.88,1231.11,74,74,0,0.0,596.88,0
2024-01-01 00:00:05,5,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.2038,1,1.0,1.05,0,668.81,1231.11,71,71,0,0.0,597.81,0
2024-01-01 00:00:06,6,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2132,1,1.0,1.05,0,1652.23,1205.33,195,195,0,0.0,1457.23,0
2024-01-01 00:00:06,6,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2999,1,1.0,1.05,0,1323.21,1205.33,210,210,0,0.0,1113.21,0
2024-01-01 00:00:06,6,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.2257,1,1.0,1.05,0,1219.53,1205.33,169,169,0,0.0,1050.53,0
2024-01-01 00:00:06,6,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.2276,1,1.0,1.05,0,973.2,1205.33,118,118,0,0.0,855.2,0
2024-01-01 00:00:06,6,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.1672,1,1.0,1.05,0,699.57,1205.33,85,85,0,0.0,614.57,0
2024-01-01 00:00:06,6,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1848,1,1.0,1.05,0,684.8,1205.33,80,80,0,0.0,604.8,0
2024-01-01 00:00:07,7,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2022,1,1.0,1.05,0,1675.45,1220.39,196,196,0,0.0,1479.45,0
2024-01-01 00:00:07,7,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2995,1,1.0,1.05,0,1323.98,1220.39,217,217,0,0.0,1106.98,0
2024-01-01 00:00:07,7,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.2012,1,1.0,1.05,0,1258.07,1220.39,151,151,0,0.0,1107.07,0
2024-01-01 00:00:07,7,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.2005,1,1.0,1.05,0,1007.37,1220.39,128,128,0,0.0,879.37,0
2024-01-01 00:00:07,7,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.1944,1,1.0,1.05,0,676.69,1220.39,69,69,0,0.0,607.69,0
2024-01-01 00:00:07,7,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1934,1,1.0,1.05,0,677.55,1220.39,67,67,0,0.0,610.55,0
2024-01-01 00:00:08,8,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.1971,1,1.0,1.05,0,1686.11,1245.26,171,171,0,0.0,1515.11,0
2024-01-01 00:00:08,8,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2401,1,1.0,1.05,0,1436.19,1245.26,242,242,0,0.0,1194.19,0
2024-01-01 00:00:08,8,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.236,1,1.0,1.05,0,1203.31,1245.26,141,141,0,0.0,1062.31,0
2024-01-01 00:00:08,8,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.1638,1,1.0,1.05,0,1053.64,1245.26,126,126,0,0.0,927.64,0
2024-01-01 00:00:08,8,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.1687,1,1.0,1.05,0,698.33,1245.26,78,78,0,0.0,620.33,0
2024-01-01 00:00:08,8,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.219,1,1.0,1.05,0,656.06,1245.26,80,80,0,0.0,576.06,0
2024-01-01 00:00:09,9,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2836,1,1.0,1.05,0,1504.41,1211.55,181,181,0,0.0,1323.41,0
2024-01-01 00:00:09,9,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2109,1,1.0,1.05,0,1491.39,1211.55,204,204,0,0.0,1287.39,0
2024-01-01 00:00:09,9,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.2374,1,1.0,1.05,0,1201.13,1211.55,164,164,0,0.0,1037.13,0
2024-01-01 00:00:09,9,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.2095,1,1.0,1.05,0,996.02,1211.55,130,130,0,0.0,866.02,0
2024-01-01 00:00:09,9,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.1622,1,1.0,1.05,0,703.77,1211.55,109,109,0,0.0,594.77,0
2024-01-01 00:00:09,9,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1366,1,1.0,1.05,0,725.24,1211.55,82,82,0,0.0,643.24,0
2024-01-01 00:00:10,10,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2091,1,1.0,1.05,1,1660.97,1203.1,216,216,0,0.0,1444.97,0
2024-01-01 00:00:10,10,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2872,1,1.0,1.05,1,1347.25,1203.1,184,184,0,0.0,1163.25,0
2024-01-01 00:00:10,10,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.2288,1,1.0,1.05,1,1214.64,1203.1,147,147,0,0.0,1067.64,0
2024-01-01 00:00:10,10,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.2544,1,1.0,1.05,1,939.5,1203.1,113,113,0,0.0,826.5,0
2024-01-01 00:00:10,10,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.2051,1,1.0,1.05,1,667.76,1203.1,85,85,0,0.0,582.76,0
2024-01-01 00:00:10,10,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1907,1,1.0,1.05,1,679.81,1203.1,68,68,0,0.0,611.81,0
2024-01-01 00:00:11,11,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2754,1,1.0,1.05,0,1521.65,1213.8,229,229,0,0.0,1292.65,0
2024-01-01 00:00:11,11,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2711,1,1.0,1.05,0,1377.6,1213.8,307,307,0,0.0,1070.6,0
2024-01-01 00:00:11,11,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.1612,1,1.0,1.05,0,1321.16,1213.8,168,168,0,0.0,1153.16,0
2024-01-01 00:00:11,11,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.1594,1,1.0,1.05,0,1059.19,1213.8,112,112,0,0.0,947.19,0
2024-01-01 00:00:11,11,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.1894,1,1.0,1.05,0,680.9,1213.8,64,64,0,0.0,616.9,0
2024-01-01 00:00:11,11,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.2051,1,1.0,1.05,0,667.68,1213.8,88,88,0,0.0,579.68,0
2024-01-01 00:00:12,12,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2175,1,1.0,1.05,0,1643.29,1229.88,176,176,0,0.0,1467.29,0
2024-01-01 00:00:12,12,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2634,1,1.0,1.05,0,1392.2,1229.88,188,188,0,0.0,1204.2,0
2024-01-01 00:00:12,12,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.1955,1,1.0,1.05,0,1267.06,1229.88,126,126,0,0.0,1141.06,0
2024-01-01 00:00:12,12,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.1944,1,1.0,1.05,0,1015.1,1229.88,121,121,0,0.0,894.1,0
2024-01-01 00:00:12,12,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.212,1,1.0,1.05,0,661.94,1229.88,89,89,0,0.0,572.94,0
2024-01-01 00:00:12,12,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1847,1,1.0,1.05,0,684.84,1229.88,106,106,0,0.0,578.84,0
2024-01-01 00:00:13,13,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2552,1,1.0,1.05,0,1564.06,1201.11,233,233,0,0.0,1331.06,0
2024-01-01 00:00:13,13,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.3193,1,1.0,1.05,0,1286.5,1201.11,195,195,0,0.0,1091.5,0
2024-01-01 00:00:13,13,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.2,1,1.0,1.05,0,1259.96,1201.11,176,176,0,0.0,1083.96,0
2024-01-01 00:00:13,13,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.1526,1,1.0,1.05,0,1067.72,1201.11,113,113,0,0.0,954.72,0
2024-01-01 00:00:13,13,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.151,1,1.0,1.05,0,713.12,1201.11,101,101,0,0.0,612.12,0
2024-01-01 00:00:13,13,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1582,1,1.0,1.05,0,707.08,1201.11,89,89,0,0.0,618.08,0
2024-01-01 00:00:14,14,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2437,1,1.0,1.05,0,1588.16,1213.35,148,148,0,0.0,1440.16,0
2024-01-01 00:00:14,14,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2784,1,1.0,1.05,0,1363.88,1213.35,225,225,0,0.0,1138.88,0
2024-01-01 00:00:14,14,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.1938,1,1.0,1.05,0,1269.75,1213.35,191,191,0,0.0,1078.75,0
2024-01-01 00:00:14,14,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.2178,1,1.0,1.05,0,985.52,1213.35,132,132,0,0.0,853.52,0
2024-01-01 00:00:14,14,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.1664,1,1.0,1.05,0,700.27,1213.35,88,88,0,0.0,612.27,0
2024-01-01 00:00:14,14,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1432,1,1.0,1.05,0,719.69,1213.35,88,88,0,0.0,631.69,0
2024-01-01 00:00:15,15,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.3022,1,1.0,1.05,0,1465.3,1162.06,184,184,0,0.0,1281.3,0
2024-01-01 00:00:15,15,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2888,1,1.0,1.05,0,1344.21,1162.06,183,183,0,0.0,1161.21,0
2024-01-01 00:00:15,15,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.2036,1,1.0,1.05,0,1254.39,1162.06,132,132,0,0.0,1122.39,0
2024-01-01 00:00:15,15,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.2443,1,1.0,1.05,0,952.24,1162.06,159,159,0,0.0,793.24,0
2024-01-01 00:00:15,15,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.1929,1,1.0,1.05,0,678.0,1162.06,110,110,0,0.0,568.0,0
2024-01-01 00:00:15,15,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.2261,1,1.0,1.05,0,650.1,1162.06,82,82,0,0.0,568.1,0
2024-01-01 00:00:16,16,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2347,1,1.0,1.05,0,1607.19,1203.35,179,179,0,0.0,1428.19,0
2024-01-01 00:00:16,16,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.3385,1,1.0,1.05,0,1250.31,1203.35,215,215,0,0.0,1035.31,0
2024-01-01 00:00:16,16,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.1757,1,1.0,1.05,0,1298.24,1203.35,166,166,0,0.0,1132.24,0
2024-01-01 00:00:16,16,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.1642,1,1.0,1.05,0,1053.09,1203.35,155,155,0,0.0,898.09,0
2024-01-01 00:00:16,16,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.1993,1,1.0,1.05,0,672.59,1203.35,91,91,0,0.0,581.59,0
2024-01-01 00:00:16,16,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1682,1,1.0,1.05,0,698.74,1203.35,92,92,0,0.0,606.74,0
2024-01-01 00:00:17,17,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.168,1,1.0,1.05,0,1747.21,1266.05,202,202,0,0.0,1545.21,0
2024-01-01 00:00:17,17,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2781,1,1.0,1.05,0,1364.48,1266.05,180,180,0,0.0,1184.48,0
2024-01-01 00:00:17,17,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.1863,1,1.0,1.05,0,1281.62,1266.05,160,160,0,0.0,1121.62,0
2024-01-01 00:00:17,17,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.1512,1,1.0,1.05,0,1069.43,1266.05,121,121,0,0.0,948.43,0
2024-01-01 00:00:17,17,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.1537,1,1.0,1.05,0,710.93,1266.05,86,86,0,0.0,624.93,0
2024-01-01 00:00:17,17,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.17,1,1.0,1.05,0,697.22,1266.05,97,97,0,0.0,600.22,0
2024-01-01 00:00:18,18,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2715,1,1.0,1.05,0,1529.8,1174.79,184,184,0,0.0,1345.8,0
2024-01-01 00:00:18,18,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.3335,1,1.0,1.05,0,1259.69,1174.79,187,187,0,0.0,1072.69,0
2024-01-01 00:00:18,18,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.2138,1,1.0,1.05,0,1238.23,1174.79,161,161,0,0.0,1077.23,0
2024-01-01 00:00:18,18,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.1722,1,1.0,1.05,0,1043.08,1174.79,134,134,0,0.0,909.08,0
2024-01-01 00:00:18,18,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.1733,1,1.0,1.05,0,694.44,1174.79,120,120,0,0.0,574.44,0
2024-01-01 00:00:18,18,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1873,1,1.0,1.05,0,682.69,1174.79,107,107,0,0.0,575.69,0
2024-01-01 00:00:19,19,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2159,1,1.0,1.05,0,1646.67,1241.0,161,161,0,0.0,1485.67,0
2024-01-01 00:00:19,19,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2685,1,1.0,1.05,0,1382.53,1241.0,200,200,0,0.0,1182.53,0
2024-01-01 00:00:19,19,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.1615,1,1.0,1.05,0,1320.7,1241.0,117,117,0,0.0,1203.7,0
2024-01-01 00:00:19,19,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.1764,1,1.0,1.05,0,1037.77,1241.0,127,127,0,0.0,910.77,0
2024-01-01 00:00:19,19,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.1895,1,1.0,1.05,0,680.85,1241.0,77,77,0,0.0,603.85,0
2024-01-01 00:00:19,19,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.2162,1,1.0,1.05,0,658.41,1241.0,78,78,0,0.0,580.41,0
2024-01-01 00:00:20,20,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2149,1,1.0,1.05,1,1648.66,1250.08,152,152,0,0.0,1496.66,0
2024-01-01 00:00:20,20,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2762,1,1.0,1.05,1,1367.93,1250.08,275,275,0,0.0,1092.93,0
2024-01-01 00:00:20,20,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.1497,1,1.0,1.05,1,1339.24,1250.08,218,218,0,0.0,1121.24,0
2024-01-01 00:00:20,20,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.1413,1,1.0,1.05,1,1081.94,1250.08,108,108,0,0.0,973.94,0
2024-01-01 00:00:20,20,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.2439,1,1.0,1.05,1,635.14,1250.08,85,85,0,0.0,550.14,0
2024-01-01 00:00:20,20,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1414,1,1.0,1.05,1,721.24,1250.08,89,89,0,0.0,632.24,0
2024-01-01 00:00:21,21,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.3191,1,1.0,1.05,0,1429.79,1179.22,176,176,0,0.0,1253.79,0
2024-01-01 00:00:21,21,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.2405,1,1.0,1.05,0,1435.41,1179.22,178,178,0,0.0,1257.41,0
2024-01-01 00:00:21,21,NORMAL,AMI_Gateway_East,AMI_GATEWAY,EAST,1500,0.7,0.1811,0.2102,1,1.0,1.05,0,1243.95,1179.22,155,155,0,0.0,1088.95,0
2024-01-01 00:00:21,21,NORMAL,EV_Station_South,EV_HUB,SOUTH,1200,0.65,0.1538,0.2311,1,1.0,1.05,0,968.82,1179.22,125,125,0,0.0,843.82,0
2024-01-01 00:00:21,21,NORMAL,Smart_Meter_Cluster_1,TELEMETRY_LEAF,EAST,800,0.4,0.0993,0.193,1,1.0,1.05,0,677.84,1179.22,92,92,0,0.0,585.84,0
2024-01-01 00:00:21,21,NORMAL,Smart_Meter_Cluster_2,TELEMETRY_LEAF,WEST,800,0.4,0.0993,0.1687,1,1.0,1.05,0,698.28,1179.22,78,78,0,0.0,620.28,0
2024-01-01 00:00:22,22,NORMAL,DER_Hub_North,DER_CONTROLLER,NORTH,2000,0.95,0.2432,0.2689,1,1.0,1.05,0,1535.39,1169.88,161,161,0,0.0,1374.39,0
2024-01-01 00:00:22,22,NORMAL,PMU_Collector_West,PMU_SYNC,WEST,1800,0.9,0.2233,0.3205,1,1.0,1.05,0,1284.24,1169.88,229,229,0,0.0,1055.24,0
